ID;Fact_Companion_ID;Companion_ID
792146;336;1
792291;337;1
792540;338;1
792575;339;1
792588;340;1
792590;341;1
792654;342;1
792655;343;1
792660;344;1
792726;345;1
792750;346;1
792770;347;1
792772;348;1
792777;349;1
792780;350;1
792784;351;1
792789;352;1
792790;353;1
792844;354;1
792860;355;1
792866;356;1
792912;357;1
792914;358;1
792916;359;1
792922;360;1
792924;361;1
792930;362;1
792955;363;1
792963;364;1
793005;365;1
793043;366;1
793129;367;1
793136;368;1
793209;369;1
793388;370;1
793394;371;1
793461;372;1
793545;373;1
794171;374;1
794175;375;1
794177;376;1
794179;377;1
794347;378;1
794505;379;1
794511;380;1
794521;381;1
794560;382;1
794595;383;1
794599;384;1
794606;385;1
794718;386;1
794784;387;1
794818;388;1
794824;389;1
794862;390;1
795043;391;1
795105;392;1
795193;393;1
795238;394;1
795282;395;1
795337;396;1
795342;397;1
795365;398;1
795376;399;1
795472;400;1
795482;401;1
795553;402;1
795580;403;1
795734;404;1
795745;405;1
795752;406;1
795921;407;1
795958;408;1
796259;409;1
796405;410;1
796412;411;1
796909;412;1
796914;413;1
796921;414;1
796924;415;1
796944;416;1
797192;417;1
797231;418;1
797233;419;1
797241;420;1
797269;421;1
797348;422;1
797467;423;1
797512;424;1
797515;425;1
797671;426;1
797839;427;1
797875;428;1
797893;429;1
797912;430;1
797933;431;1
797953;432;1
798003;433;1
798046;434;1
798079;435;1
798114;436;1
798117;437;1
798210;438;1
798285;439;1
798535;440;1
798903;441;1
799034;442;1
799418;443;1
799521;444;1
799614;445;1
799630;446;1
799734;447;1
799869;448;1
799972;449;1
799979;450;1
800056;451;1
800091;452;1
800095;453;1
800111;454;1
800181;455;1
800216;456;1
800220;457;1
800472;458;1
800622;459;1
800664;460;1
800671;461;1
800673;462;1
800687;463;1
800712;464;1
800715;465;1
800768;466;1
800853;467;1
800856;468;1
800858;469;1
800864;470;1
800865;471;1
800887;472;1
801071;473;1
801083;474;1
801087;475;1
801100;476;1
801102;477;1
801230;478;1
801263;479;1
801277;480;1
801291;481;1
801571;482;1
801651;483;1
802232;484;1
802412;485;1
802506;486;1
802537;487;1
802582;488;1
802658;489;1
802702;490;1
802709;491;1
802721;492;1
802787;493;1
802800;494;1
803092;495;1
803096;496;1
803101;497;1
803102;498;1
803106;499;1
803165;500;1
803191;501;1
803206;502;1
803216;503;1
803263;504;1
803267;505;1
803274;506;1
803413;507;1
803504;508;1
803624;509;1
803628;510;1
803638;511;1
803701;512;1
803793;513;1
803915;514;1
804174;515;1
804538;516;1
805039;517;1
805234;518;1
805281;519;1
805412;520;1
805479;521;1
805528;522;1
805622;523;1
805632;524;1
805639;525;1
805687;526;1
805746;527;1
805764;528;1
805885;529;1
805904;530;1
805960;531;1
805967;532;1
805980;533;1
806029;534;1
806057;535;1
806079;536;1
806101;537;1
806119;538;1
806136;539;1
806143;540;1
806179;541;1
806218;542;1
806337;543;1
806339;544;1
806343;545;1
806375;546;1
806463;547;1
806470;548;1
806517;549;1
806537;550;1
806641;551;1
806868;552;1
807358;553;1
807378;554;1
807477;555;1
807611;556;1
808010;557;1
808131;558;1
808216;559;1
808310;560;1
808494;561;1
808659;562;1
808665;563;1
808749;564;1
808769;565;1
808777;566;1
808794;567;1
808795;568;1
808964;569;1
809168;570;1
809169;571;1
809391;572;1
809406;573;1
809409;574;1
809611;575;1
809755;576;1
809758;577;1
809819;578;1
809884;579;1
809912;580;1
809928;581;1
809946;582;1
809949;583;1
809953;584;1
809956;585;1
809957;586;1
809963;587;1
810002;588;1
810088;589;1
810107;590;1
810114;591;1
810173;592;1
810175;593;1
810178;594;1
810214;595;1
810241;596;1
810295;597;1
810298;598;1
810301;599;1
810313;600;1
810403;601;1
810445;602;1
810447;603;1
810587;604;1
810614;605;1
810724;606;1
810727;607;1
810732;608;1
810738;609;1
810743;610;1
810784;611;1
810790;612;1
810853;613;1
811278;614;1
811318;615;1
811380;616;1
811420;617;1
811439;618;1
811511;619;1
811577;620;1
811583;621;1
811683;622;1
811712;623;1
811880;624;1
812038;625;1
812057;626;1
812081;627;1
812189;628;1
812286;629;1
812351;630;1
812635;631;1
812675;632;1
812774;633;1
812778;634;1
812779;635;1
812784;636;1
812882;637;1
813146;638;1
813152;639;1
813155;640;1
813209;641;1
813278;642;1
813281;643;1
813286;644;1
813467;645;1
813534;646;1
813600;647;1
813608;648;1
813617;649;1
813645;650;1
813654;651;1
813675;652;1
813788;653;1
813918;654;1
813923;655;1
813930;656;1
813940;657;1
813950;658;1
813973;659;1
814005;660;1
814010;661;1
814011;662;1
814014;663;1
814041;664;1
814047;665;1
814071;666;1
814121;667;1
814156;668;1
814276;669;1
814442;670;1
814486;671;1
814585;672;1
814651;673;1
814686;674;1
814738;675;1
814781;676;1
814827;677;1
815191;678;1
815438;679;1
815453;680;1
815455;681;1
815639;682;1
815641;683;1
815653;684;1
815654;685;1
815658;686;1
815670;687;1
815730;688;1
815803;689;1
815824;690;1
815899;691;1
816008;692;1
816052;693;1
816083;694;1
816085;695;1
816091;696;1
816092;697;1
816107;698;1
816112;699;1
816135;700;1
816157;701;1
816196;702;1
816230;703;1
816248;704;1
816251;705;1
816254;706;1
816276;707;1
816317;708;1
816362;709;1
816444;710;1
816459;711;1
816477;712;1
816555;713;1
816561;714;1
816565;715;1
816649;716;1
816880;717;1
816940;718;1
816970;719;1
817023;720;1
817454;721;1
817462;722;1
817470;723;1
817471;724;1
817474;725;1
817476;726;1
817559;727;1
817568;728;1
817646;729;1
817681;730;1
817815;731;1
817899;732;1
817911;733;1
817993;734;1
817996;735;1
818009;736;1
818013;737;1
818028;738;1
818116;739;1
818136;740;1
818139;741;1
818142;742;1
818144;743;1
818178;744;1
818185;745;1
818208;746;1
818238;747;1
818268;748;1
818269;749;1
818272;750;1
818279;751;1
818307;752;1
818355;753;1
818368;754;1
818461;755;1
818464;756;1
818466;757;1
818468;758;1
818574;759;1
818578;760;1
818587;761;1
818733;762;1
818735;763;1
818739;764;1
818777;765;1
819379;766;1
819384;767;1
819385;768;1
819408;769;1
819429;770;1
819555;771;1
819558;772;1
819569;773;1
819642;774;1
819759;775;1
819761;776;1
819896;777;1
819914;778;1
819919;779;1
819927;780;1
819966;781;1
819984;782;1
819998;783;1
820039;784;1
820040;785;1
820047;786;1
820073;787;1
820079;788;1
820081;789;1
820227;790;1
820255;791;1
820257;792;1
820349;793;1
821745;794;1
821747;795;1
821748;796;1
821808;797;1
821882;798;1
821891;799;1
821899;800;1
821925;801;1
822155;802;1
822366;803;1
822367;804;1
822368;805;1
822520;806;1
822603;807;1
822950;808;1
822980;809;1
823341;810;1
823425;811;1
823525;812;1
823663;813;1
823665;814;1
823711;815;1
823827;816;1
823964;817;1
824024;818;1
824105;819;1
824171;820;1
824229;821;1
824257;822;1
824556;823;1
824557;824;1
824578;825;1
824598;826;1
824631;827;1
824734;828;1
824737;829;1
825020;830;1
825025;831;1
825180;832;1
825188;833;1
825200;834;1
825244;835;1
825287;836;1
825313;837;1
825469;838;1
825588;839;1
825589;840;1
825654;841;1
826154;842;1
826175;843;1
826193;844;1
826274;845;1
826290;846;1
826302;847;1
826337;848;1
826368;849;1
826370;850;1
826414;851;1
826437;852;1
826619;853;1
826670;854;1
826702;855;1
826703;856;1
826705;857;1
826709;858;1
826715;859;1
826750;860;1
826991;861;1
827587;862;1
827617;863;1
827641;864;1
827711;865;1
827732;866;1
827777;867;1
827963;868;1
828032;869;1
828241;870;1
828243;871;1
828245;872;1
828258;873;1
828262;874;1
828264;875;1
828268;876;1
828322;877;1
828353;878;1
828355;879;1
828495;880;1
828499;881;1
828500;882;1
828531;883;1
828584;884;1
828657;885;1
828670;886;1
828713;887;1
828717;888;1
828866;889;1
828868;890;1
829171;891;1
829177;892;1
829208;893;1
829209;894;1
829324;895;1
829591;896;1
829596;897;1
829612;898;1
829843;899;1
829955;900;1
829974;901;1
829975;902;1
829976;903;1
830193;904;1
830273;905;1
830288;906;1
830290;907;1
830291;908;1
830369;909;1
830370;910;1
830373;911;1
830404;912;1
830496;913;1
830498;914;1
830501;915;1
830522;916;1
830531;917;1
830595;918;1
830601;919;1
830611;920;1
830679;921;1
830680;922;1
830681;923;1
830876;924;1
830995;925;1
831007;926;1
831365;927;1
831368;928;1
831372;929;1
831550;930;1
831563;931;1
831686;932;1
831691;933;1
831707;934;1
831775;935;1
831781;936;1
831785;937;1
831840;938;1
831841;939;1
831844;940;1
832228;941;1
832789;942;1
832796;943;1
832802;944;1
832854;945;1
832856;946;1
832864;947;1
832871;948;1
832947;949;1
833223;950;1
833228;951;1
833234;952;1
833315;953;1
833319;954;1
833321;955;1
852477;956;1
853765;957;1
853766;958;1
853808;959;1
853810;960;1
853862;961;1
853864;962;1
854077;963;1
854158;964;1
854855;965;1
854861;966;1
854872;967;1
357258;968;1
357530;969;1
357745;970;1
357867;971;1
358482;972;1
358483;973;1
358484;974;1
358485;975;1
358486;976;1
358631;977;1
358633;978;1
358634;979;1
358635;980;1
359399;981;1
359632;982;1
359874;983;1
359875;984;1
359876;985;1
359883;986;1
359885;987;1
359941;988;1
359945;989;1
359946;990;1
359947;991;1
359983;992;1
359984;993;1
359985;994;1
360220;995;1
360511;996;1
360512;997;1
360518;998;1
360525;999;1
360526;1000;1
360704;1001;1
361473;1002;1
361515;1003;1
361768;1004;1
361811;1005;1
362216;1006;1
362412;1007;1
362676;1008;1
362829;1009;1
363114;1010;1
363116;1011;1
363117;1012;1
363813;1013;1
364345;1014;1
364511;1015;1
364513;1016;1
364514;1017;1
364677;1018;1
364678;1019;1
364680;1020;1
365657;1021;1
366071;1022;1
367348;1023;1
367797;1024;1
368200;1025;1
368201;1026;1
368241;1027;1
368244;1028;1
368245;1029;1
368246;1030;1
368249;1031;1
368468;1032;1
368469;1033;1
368563;1034;1
368600;1035;1
368601;1036;1
368602;1037;1
368846;1038;1
368849;1039;1
369279;1040;1
369281;1041;1
369533;1042;1
369685;1043;1
369847;1044;1
370069;1045;1
370345;1046;1
370346;1047;1
371398;1048;1
371399;1049;1
371493;1050;1
371873;1051;1
377402;1052;1
377783;1053;1
377784;1054;1
377785;1055;1
378872;1056;1
378873;1057;1
378874;1058;1
378875;1059;1
378877;1060;1
378878;1061;1
378879;1062;1
379869;1063;1
381311;1064;1
381312;1065;1
381313;1066;1
381314;1067;1
381316;1068;1
381317;1069;1
381389;1070;1
381390;1071;1
381391;1072;1
381392;1073;1
381393;1074;1
381394;1075;1
381395;1076;1
381396;1077;1
381398;1078;1
381463;1079;1
381464;1080;1
381465;1081;1
381468;1082;1
381469;1083;1
381470;1084;1
381497;1085;1
381498;1086;1
381499;1087;1
381500;1088;1
382210;1089;1
382211;1090;1
382213;1091;1
382217;1092;1
382218;1093;1
382219;1094;1
382221;1095;1
382222;1096;1
382223;1097;1
382226;1098;1
382412;1099;1
382574;1100;1
382575;1101;1
382576;1102;1
382577;1103;1
382578;1104;1
382579;1105;1
382580;1106;1
382581;1107;1
382582;1108;1
382583;1109;1
382693;1110;1
382694;1111;1
382695;1112;1
382754;1113;1
384239;1114;1
384921;1115;1
384922;1116;1
384927;1117;1
384928;1118;1
388338;1119;1
390582;1120;1
390744;1121;1
390974;1122;1
391193;1123;1
391432;1124;1
392008;1125;1
392009;1126;1
392010;1127;1
392011;1128;1
392344;1129;1
392493;1130;1
392645;1131;1
392871;1132;1
395037;1133;1
395038;1134;1
395039;1135;1
395040;1136;1
395730;1137;1
395731;1138;1
395732;1139;1
395916;1140;1
396257;1141;1
396259;1142;1
398379;1143;1
398380;1144;1
398503;1145;1
398941;1146;1
398942;1147;1
398943;1148;1
398944;1149;1
398945;1150;1
398946;1151;1
398947;1152;1
398948;1153;1
399392;1154;1
399518;1155;1
399747;1156;1
399748;1157;1
399749;1158;1
399750;1159;1
399751;1160;1
399752;1161;1
399826;1162;1
399827;1163;1
399828;1164;1
399830;1165;1
401625;1166;1
401626;1167;1
401631;1168;1
402156;1169;1
402158;1170;1
405698;1171;1
405699;1172;1
405701;1173;1
405704;1174;1
407563;1175;1
407567;1176;1
407817;1177;1
407818;1178;1
409131;1179;1
409205;1180;1
410851;1181;1
410852;1182;1
410854;1183;1
410855;1184;1
410856;1185;1
410857;1186;1
410858;1187;1
410859;1188;1
410860;1189;1
410861;1190;1
410862;1191;1
410865;1192;1
410866;1193;1
410988;1194;1
410989;1195;1
410992;1196;1
411312;1197;1
411314;1198;1
411316;1199;1
411333;1200;1
411334;1201;1
411335;1202;1
411336;1203;1
411337;1204;1
411338;1205;1
411339;1206;1
411354;1207;1
411355;1208;1
411356;1209;1
411456;1210;1
411458;1211;1
411459;1212;1
411461;1213;1
411661;1214;1
411662;1215;1
411663;1216;1
411665;1217;1
411679;1218;1
411680;1219;1
411681;1220;1
411682;1221;1
411684;1222;1
411685;1223;1
411687;1224;1
411688;1225;1
411689;1226;1
411690;1227;1
411691;1228;1
411692;1229;1
411693;1230;1
411694;1231;1
411695;1232;1
411697;1233;1
411698;1234;1
411700;1235;1
411794;1236;1
411795;1237;1
411797;1238;1
411798;1239;1
411799;1240;1
411800;1241;1
411814;1242;1
411815;1243;1
411816;1244;1
411843;1245;1
411844;1246;1
412468;1247;1
414167;1248;1
414168;1249;1
414169;1250;1
414170;1251;1
414171;1252;1
430168;1253;1
430284;1254;1
430293;1255;1
430323;1256;1
430324;1257;1
430333;1258;1
430334;1259;1
430335;1260;1
430336;1261;1
430337;1262;1
430338;1263;1
430339;1264;1
430889;1265;1
431619;1266;1
431620;1267;1
431621;1268;1
431623;1269;1
431625;1270;1
431626;1271;1
431628;1272;1
431633;1273;1
431925;1274;1
431926;1275;1
431927;1276;1
431929;1277;1
431931;1278;1
431932;1279;1
431933;1280;1
432318;1281;1
432319;1282;1
432320;1283;1
432538;1284;1
432540;1285;1
432542;1286;1
432545;1287;1
433259;1288;1
433329;1289;1
433330;1290;1
433331;1291;1
433332;1292;1
433333;1293;1
433334;1294;1
433335;1295;1
433336;1296;1
433695;1297;1
433696;1298;1
433699;1299;1
433700;1300;1
433701;1301;1
434793;1302;1
435036;1303;1
435039;1304;1
435040;1305;1
435041;1306;1
435042;1307;1
435043;1308;1
435044;1309;1
435165;1310;1
435166;1311;1
435168;1312;1
435169;1313;1
435170;1314;1
435612;1315;1
435613;1316;1
435614;1317;1
435615;1318;1
435967;1319;1
435968;1320;1
435969;1321;1
435970;1322;1
435971;1323;1
435972;1324;1
435973;1325;1
435974;1326;1
435976;1327;1
437231;1328;1
437232;1329;1
437238;1330;1
437240;1331;1
437241;1332;1
437242;1333;1
437245;1334;1
437246;1335;1
437247;1336;1
437249;1337;1
437253;1338;1
437254;1339;1
437255;1340;1
437256;1341;1
437257;1342;1
437259;1343;1
437767;1344;1
437768;1345;1
437769;1346;1
437909;1347;1
437910;1348;1
437911;1349;1
437912;1350;1
437913;1351;1
438981;1352;1
438982;1353;1
438984;1354;1
438986;1355;1
438987;1356;1
438988;1357;1
438989;1358;1
438991;1359;1
438992;1360;1
438993;1361;1
438995;1362;1
438996;1363;1
438997;1364;1
438998;1365;1
438999;1366;1
439000;1367;1
439001;1368;1
439002;1369;1
439065;1370;1
439066;1371;1
439067;1372;1
439068;1373;1
439069;1374;1
439070;1375;1
439174;1376;1
439175;1377;1
439177;1378;1
439178;1379;1
439179;1380;1
439180;1381;1
439181;1382;1
439192;1383;1
439193;1384;1
439194;1385;1
439195;1386;1
439196;1387;1
439197;1388;1
439199;1389;1
439430;1390;1
439431;1391;1
439432;1392;1
439763;1393;1
439979;1394;1
440048;1395;1
440471;1396;1
440504;1397;1
440505;1398;1
440515;1399;1
440516;1400;1
440517;1401;1
440518;1402;1
440539;1403;1
440614;1404;1
441315;1405;1
441895;1406;1
441905;1407;1
441907;1408;1
441908;1409;1
441909;1410;1
441912;1411;1
441913;1412;1
441918;1413;1
441919;1414;1
441943;1415;1
442247;1416;1
442248;1417;1
442249;1418;1
442250;1419;1
442252;1420;1
442253;1421;1
442338;1422;1
442343;1423;1
442832;1424;1
442833;1425;1
442834;1426;1
442836;1427;1
442837;1428;1
442838;1429;1
443560;1430;1
443561;1431;1
443562;1432;1
443563;1433;1
443564;1434;1
443565;1435;1
443567;1436;1
443647;1437;1
443648;1438;1
443649;1439;1
443650;1440;1
443652;1441;1
443654;1442;1
443655;1443;1
443657;1444;1
443658;1445;1
443659;1446;1
443660;1447;1
443720;1448;1
443721;1449;1
443722;1450;1
443723;1451;1
443724;1452;1
443725;1453;1
443726;1454;1
443727;1455;1
443728;1456;1
443729;1457;1
443730;1458;1
443731;1459;1
443734;1460;1
443735;1461;1
443736;1462;1
443737;1463;1
443997;1464;1
443998;1465;1
444000;1466;1
444016;1467;1
444075;1468;1
444076;1469;1
444077;1470;1
444078;1471;1
444079;1472;1
444080;1473;1
444425;1474;1
444455;1475;1
444456;1476;1
444457;1477;1
444458;1478;1
444459;1479;1
444460;1480;1
444462;1481;1
444463;1482;1
444464;1483;1
444561;1484;1
444570;1485;1
444636;1486;1
444669;1487;1
444670;1488;1
444671;1489;1
444672;1490;1
444673;1491;1
444674;1492;1
444675;1493;1
444676;1494;1
444677;1495;1
444678;1496;1
444679;1497;1
444680;1498;1
444681;1499;1
444682;1500;1
444713;1501;1
445217;1502;1
445607;1503;1
445812;1504;1
445831;1505;1
445855;1506;1
445860;1507;1
445951;1508;1
445969;1509;1
445982;1510;1
446067;1511;1
446075;1512;1
446092;1513;1
446107;1514;1
446167;1515;1
446169;1516;1
446181;1517;1
446195;1518;1
446196;1519;1
446197;1520;1
446228;1521;1
446238;1522;1
446250;1523;1
446251;1524;1
446260;1525;1
446292;1526;1
446301;1527;1
446305;1528;1
446369;1529;1
446381;1530;1
446390;1531;1
446505;1532;1
446517;1533;1
446563;1534;1
446669;1535;1
447016;1536;1
447018;1537;1
447107;1538;1
447251;1539;1
447275;1540;1
447328;1541;1
447349;1542;1
447367;1543;1
447419;1544;1
447439;1545;1
447444;1546;1
447619;1547;1
447657;1548;1
447664;1549;1
447667;1550;1
447669;1551;1
447701;1552;1
447702;1553;1
447712;1554;1
447720;1555;1
447722;1556;1
447736;1557;1
447742;1558;1
447767;1559;1
447770;1560;1
447773;1561;1
447796;1562;1
447816;1563;1
447984;1564;1
447991;1565;1
447992;1566;1
447995;1567;1
448071;1568;1
448073;1569;1
448079;1570;1
448133;1571;1
448161;1572;1
448243;1573;1
448298;1574;1
448300;1575;1
448417;1576;1
448467;1577;1
448524;1578;1
448536;1579;1
448578;1580;1
448587;1581;1
448666;1582;1
448689;1583;1
448694;1584;1
448732;1585;1
448824;1586;1
448833;1587;1
448895;1588;1
448896;1589;1
448897;1590;1
448902;1591;1
448908;1592;1
448924;1593;1
448930;1594;1
448940;1595;1
448955;1596;1
448964;1597;1
448984;1598;1
448986;1599;1
448994;1600;1
449009;1601;1
449019;1602;1
449034;1603;1
449038;1604;1
449119;1605;1
449249;1606;1
449276;1607;1
449279;1608;1
449340;1609;1
449355;1610;1
449428;1611;1
449429;1612;1
449533;1613;1
449535;1614;1
449566;1615;1
449681;1616;1
449682;1617;1
449719;1618;1
449727;1619;1
449822;1620;1
449830;1621;1
449969;1622;1
449987;1623;1
450075;1624;1
450119;1625;1
450130;1626;1
450135;1627;1
450796;1628;1
450797;1629;1
450798;1630;1
450806;1631;1
450807;1632;1
450808;1633;1
450809;1634;1
450810;1635;1
450811;1636;1
450812;1637;1
450968;1638;1
450969;1639;1
450970;1640;1
450971;1641;1
450972;1642;1
450973;1643;1
451008;1644;1
451044;1645;1
451409;1646;1
451410;1647;1
451411;1648;1
451412;1649;1
451413;1650;1
451420;1651;1
451421;1652;1
451422;1653;1
451423;1654;1
451424;1655;1
451438;1656;1
451591;1657;1
451847;1658;1
451848;1659;1
451849;1660;1
451850;1661;1
451851;1662;1
451852;1663;1
451853;1664;1
451855;1665;1
451856;1666;1
451857;1667;1
451870;1668;1
451871;1669;1
451872;1670;1
451873;1671;1
451875;1672;1
451876;1673;1
451879;1674;1
451880;1675;1
451888;1676;1
451889;1677;1
451890;1678;1
451893;1679;1
451894;1680;1
451899;1681;1
451900;1682;1
451901;1683;1
451902;1684;1
451903;1685;1
451904;1686;1
451905;1687;1
451906;1688;1
451907;1689;1
451908;1690;1
451911;1691;1
451912;1692;1
451913;1693;1
451914;1694;1
451941;1695;1
452009;1696;1
452098;1697;1
452125;1698;1
452134;1699;1
452199;1700;1
452225;1701;1
452304;1702;1
452306;1703;1
452332;1704;1
452356;1705;1
452375;1706;1
452400;1707;1
452437;1708;1
452453;1709;1
452516;1710;1
452517;1711;1
452523;1712;1
452532;1713;1
452561;1714;1
452577;1715;1
452586;1716;1
452595;1717;1
452616;1718;1
452625;1719;1
452632;1720;1
452635;1721;1
452658;1722;1
452707;1723;1
452747;1724;1
452749;1725;1
452761;1726;1
452767;1727;1
452848;1728;1
452922;1729;1
452990;1730;1
453023;1731;1
453024;1732;1
453267;1733;1
453285;1734;1
453351;1735;1
453399;1736;1
453400;1737;1
453412;1738;1
453418;1739;1
453571;1740;1
453572;1741;1
453573;1742;1
453574;1743;1
453576;1744;1
453577;1745;1
453578;1746;1
453579;1747;1
453615;1748;1
453738;1749;1
453739;1750;1
453757;1751;1
453761;1752;1
453868;1753;1
453936;1754;1
453994;1755;1
454079;1756;1
454672;1757;1
454692;1758;1
454736;1759;1
454750;1760;1
454751;1761;1
454752;1762;1
454753;1763;1
454792;1764;1
454793;1765;1
454831;1766;1
454844;1767;1
454854;1768;1
454911;1769;1
454912;1770;1
454918;1771;1
454921;1772;1
454924;1773;1
454969;1774;1
454980;1775;1
455004;1776;1
455007;1777;1
455010;1778;1
455061;1779;1
455068;1780;1
455083;1781;1
455319;1782;1
455330;1783;1
455439;1784;1
455443;1785;1
455548;1786;1
455573;1787;1
455582;1788;1
455587;1789;1
455604;1790;1
455623;1791;1
455712;1792;1
455716;1793;1
455719;1794;1
455720;1795;1
455740;1796;1
455806;1797;1
455807;1798;1
455808;1799;1
455809;1800;1
455898;1801;1
456053;1802;1
456149;1803;1
456150;1804;1
456151;1805;1
456175;1806;1
456256;1807;1
456562;1808;1
456563;1809;1
456564;1810;1
456760;1811;1
456854;1812;1
456857;1813;1
456937;1814;1
456943;1815;1
456947;1816;1
456954;1817;1
457128;1818;1
457149;1819;1
457212;1820;1
457213;1821;1
457214;1822;1
457216;1823;1
458059;1824;1
458063;1825;1
458164;1826;1
458165;1827;1
458206;1828;1
458207;1829;1
458208;1830;1
458210;1831;1
458230;1832;1
458231;1833;1
458232;1834;1
458233;1835;1
458361;1836;1
458545;1837;1
458907;1838;1
458936;1839;1
459038;1840;1
459054;1841;1
459121;1842;1
459292;1843;1
459516;1844;1
459659;1845;1
459660;1846;1
459661;1847;1
459676;1848;1
459783;1849;1
459787;1850;1
459834;1851;1
459890;1852;1
459927;1853;1
459933;1854;1
459934;1855;1
459935;1856;1
459970;1857;1
459971;1858;1
459972;1859;1
459973;1860;1
459974;1861;1
459975;1862;1
460006;1863;1
460007;1864;1
460009;1865;1
460010;1866;1
