ID;Visit#Dayofweek;Fact_Visit_Dayofweek_ID;DayofWeek_ID
383731;4.0;635;5
383881;4.0;636;5
384438;4.0;637;5
385283;4.0;638;5
386466;4.0;639;5
386525;4.0;640;5
386526;4.0;641;5
386527;4.0;642;5
386729;4.0;643;5
386735;4.0;644;5
386737;4.0;645;5
386747;4.0;646;5
386762;4.0;647;5
386763;4.0;648;5
386764;4.0;649;5
386832;4.0;650;5
386899;4.0;651;5
386923;4.0;652;5
388725;4.0;653;5
389039;4.0;654;5
389205;4.0;655;5
389206;4.0;656;5
389207;4.0;657;5
389255;4.0;658;5
389256;4.0;659;5
389257;4.0;660;5
389419;4.0;661;5
389425;4.0;662;5
389454;4.0;663;5
389598;4.0;664;5
389704;4.0;665;5
389770;4.0;666;5
389772;4.0;667;5
389783;4.0;668;5
389784;4.0;669;5
389988;4.0;670;5
392124;4.0;671;5
392126;4.0;672;5
392738;4.0;673;5
392746;4.0;674;5
392838;4.0;675;5
392984;4.0;676;5
393332;4.0;677;5
394573;4.0;678;5
394574;4.0;679;5
394601;4.0;680;5
396267;4.0;681;5
396318;4.0;682;5
396321;4.0;683;5
396328;4.0;684;5
396389;4.0;685;5
396614;4.0;686;5
397723;4.0;687;5
400209;4.0;688;5
409878;4.0;689;5
410053;4.0;690;5
410105;4.0;691;5
411899;4.0;692;5
411992;4.0;693;5
411993;4.0;694;5
412129;4.0;695;5
412532;4.0;696;5
412883;4.0;697;5
412885;4.0;698;5
413198;4.0;699;5
414755;4.0;700;5
415127;4.0;701;5
415473;4.0;702;5
415474;4.0;703;5
415475;4.0;704;5
415476;4.0;705;5
415477;4.0;706;5
415478;4.0;707;5
415479;4.0;708;5
415480;4.0;709;5
415483;4.0;710;5
415486;4.0;711;5
415488;4.0;712;5
415489;4.0;713;5
415490;4.0;714;5
415491;4.0;715;5
415492;4.0;716;5
415493;4.0;717;5
415525;4.0;718;5
415526;4.0;719;5
415528;4.0;720;5
415529;4.0;721;5
416088;4.0;722;5
416092;4.0;723;5
416111;4.0;724;5
416160;4.0;725;5
416163;4.0;726;5
416166;4.0;727;5
416168;4.0;728;5
416188;4.0;729;5
416191;4.0;730;5
416192;4.0;731;5
416194;4.0;732;5
416233;4.0;733;5
416235;4.0;734;5
416244;4.0;735;5
416332;4.0;736;5
416344;4.0;737;5
416345;4.0;738;5
416690;4.0;739;5
416924;4.0;740;5
416928;4.0;741;5
417508;4.0;742;5
417510;4.0;743;5
417511;4.0;744;5
417512;4.0;745;5
417744;4.0;746;5
418686;4.0;747;5
418689;4.0;748;5
419052;4.0;749;5
419104;4.0;750;5
419106;4.0;751;5
419107;4.0;752;5
419108;4.0;753;5
419114;4.0;754;5
419116;4.0;755;5
419117;4.0;756;5
419118;4.0;757;5
419223;4.0;758;5
419418;4.0;759;5
419419;4.0;760;5
419420;4.0;761;5
419421;4.0;762;5
440905;4.0;763;5
441230;4.0;764;5
441974;4.0;765;5
441976;4.0;766;5
442634;4.0;767;5
442635;4.0;768;5
442636;4.0;769;5
442777;4.0;770;5
444116;4.0;771;5
444441;4.0;772;5
444443;4.0;773;5
444444;4.0;774;5
444445;4.0;775;5
444447;4.0;776;5
444448;4.0;777;5
444449;4.0;778;5
444450;4.0;779;5
444451;4.0;780;5
444452;4.0;781;5
444453;4.0;782;5
444454;4.0;783;5
444562;4.0;784;5
444590;4.0;785;5
444592;4.0;786;5
444597;4.0;787;5
444600;4.0;788;5
444601;4.0;789;5
444616;4.0;790;5
444617;4.0;791;5
444620;4.0;792;5
444963;4.0;793;5
444964;4.0;794;5
445100;4.0;795;5
445208;4.0;796;5
445209;4.0;797;5
445300;4.0;798;5
446046;4.0;799;5
446173;4.0;800;5
446215;4.0;801;5
446216;4.0;802;5
446258;4.0;803;5
446584;4.0;804;5
344625;4.0;805;4
344643;4.0;806;4
345343;4.0;807;4
346249;4.0;808;4
346725;4.0;809;4
346833;4.0;810;4
346925;4.0;811;4
347591;4.0;812;4
347592;4.0;813;4
347593;4.0;814;4
347594;4.0;815;4
348220;4.0;816;4
348221;4.0;817;4
348222;4.0;818;4
348306;4.0;819;4
348309;4.0;820;4
348312;4.0;821;4
348321;4.0;822;4
348322;4.0;823;4
348327;4.0;824;4
348398;4.0;825;4
348400;4.0;826;4
357092;4.0;827;4
357580;4.0;828;4
358030;4.0;829;4
358095;4.0;830;4
358230;4.0;831;4
358404;4.0;832;4
358809;4.0;833;4
358930;4.0;834;4
358960;4.0;835;4
358962;4.0;836;4
358963;4.0;837;4
359041;4.0;838;4
359144;4.0;839;4
359149;4.0;840;4
359150;4.0;841;4
359151;4.0;842;4
359383;4.0;843;4
359492;4.0;844;4
359563;4.0;845;4
359564;4.0;846;4
359566;4.0;847;4
360106;4.0;848;4
360355;4.0;849;4
360588;4.0;850;4
360730;4.0;851;4
360731;4.0;852;4
360732;4.0;853;4
360734;4.0;854;4
360737;4.0;855;4
361006;4.0;856;4
361518;4.0;857;4
361519;4.0;858;4
361791;4.0;859;4
361793;4.0;860;4
361794;4.0;861;4
362007;4.0;862;4
362008;4.0;863;4
362512;4.0;864;4
362667;4.0;865;4
362711;4.0;866;4
363279;4.0;867;4
363406;4.0;868;4
363785;4.0;869;4
365304;4.0;870;4
365525;4.0;871;4
365740;4.0;872;4
365744;4.0;873;4
366024;4.0;874;4
366212;4.0;875;4
366395;4.0;876;4
366447;4.0;877;4
366448;4.0;878;4
366450;4.0;879;4
366452;4.0;880;4
366453;4.0;881;4
366454;4.0;882;4
366455;4.0;883;4
366456;4.0;884;4
366458;4.0;885;4
366936;4.0;886;4
367081;4.0;887;4
367084;4.0;888;4
367085;4.0;889;4
367781;4.0;890;4
367796;4.0;891;4
368256;4.0;892;4
368267;4.0;893;4
368349;4.0;894;4
377074;4.0;895;4
377849;4.0;896;4
379570;4.0;897;4
382292;4.0;898;4
382905;4.0;899;4
383475;4.0;900;4
383606;4.0;901;4
383607;4.0;902;4
383608;4.0;903;4
383728;4.0;904;4
383729;4.0;905;4
383730;4.0;906;4
383731;4.0;907;4
383881;4.0;908;4
384438;4.0;909;4
385283;4.0;910;4
385885;4.0;911;4
386466;4.0;912;4
386525;4.0;913;4
386526;4.0;914;4
386527;4.0;915;4
386729;4.0;916;4
386735;4.0;917;4
386747;4.0;918;4
386762;4.0;919;4
386763;4.0;920;4
386764;4.0;921;4
386832;4.0;922;4
386899;4.0;923;4
386923;4.0;924;4
387784;4.0;925;4
388725;4.0;926;4
389039;4.0;927;4
389205;4.0;928;4
389206;4.0;929;4
389207;4.0;930;4
389255;4.0;931;4
389256;4.0;932;4
389257;4.0;933;4
389419;4.0;934;4
389454;4.0;935;4
389598;4.0;936;4
389704;4.0;937;4
389770;4.0;938;4
389772;4.0;939;4
389783;4.0;940;4
389784;4.0;941;4
389988;4.0;942;4
392126;4.0;943;4
392738;4.0;944;4
392746;4.0;945;4
392984;4.0;946;4
393332;4.0;947;4
394573;4.0;948;4
394574;4.0;949;4
394601;4.0;950;4
396267;4.0;951;4
396318;4.0;952;4
396321;4.0;953;4
396328;4.0;954;4
396614;4.0;955;4
397723;4.0;956;4
400209;4.0;957;4
409878;4.0;958;4
410053;4.0;959;4
410105;4.0;960;4
410446;4.0;961;4
411992;4.0;962;4
411993;4.0;963;4
412129;4.0;964;4
412532;4.0;965;4
413198;4.0;966;4
414755;4.0;967;4
415127;4.0;968;4
415473;4.0;969;4
415474;4.0;970;4
415476;4.0;971;4
415477;4.0;972;4
415478;4.0;973;4
415479;4.0;974;4
415480;4.0;975;4
415483;4.0;976;4
415486;4.0;977;4
415488;4.0;978;4
415489;4.0;979;4
415490;4.0;980;4
415491;4.0;981;4
415492;4.0;982;4
415493;4.0;983;4
415529;4.0;984;4
416088;4.0;985;4
416092;4.0;986;4
416111;4.0;987;4
416160;4.0;988;4
416166;4.0;989;4
416167;4.0;990;4
416168;4.0;991;4
416188;4.0;992;4
416190;4.0;993;4
416192;4.0;994;4
416194;4.0;995;4
416233;4.0;996;4
416235;4.0;997;4
416244;4.0;998;4
416344;4.0;999;4
416345;4.0;1000;4
416690;4.0;1001;4
416924;4.0;1002;4
416928;4.0;1003;4
417358;4.0;1004;4
417508;4.0;1005;4
417510;4.0;1006;4
417511;4.0;1007;4
417512;4.0;1008;4
417744;4.0;1009;4
418686;4.0;1010;4
419052;4.0;1011;4
419104;4.0;1012;4
419106;4.0;1013;4
419107;4.0;1014;4
419108;4.0;1015;4
419114;4.0;1016;4
419116;4.0;1017;4
419117;4.0;1018;4
419118;4.0;1019;4
419420;4.0;1020;4
440905;4.0;1021;4
441230;4.0;1022;4
441974;4.0;1023;4
441976;4.0;1024;4
442634;4.0;1025;4
442635;4.0;1026;4
442636;4.0;1027;4
442777;4.0;1028;4
444116;4.0;1029;4
444441;4.0;1030;4
444443;4.0;1031;4
444444;4.0;1032;4
444445;4.0;1033;4
444447;4.0;1034;4
444448;4.0;1035;4
444449;4.0;1036;4
444450;4.0;1037;4
444451;4.0;1038;4
444452;4.0;1039;4
444453;4.0;1040;4
444454;4.0;1041;4
444562;4.0;1042;4
444590;4.0;1043;4
444592;4.0;1044;4
444597;4.0;1045;4
444600;4.0;1046;4
444616;4.0;1047;4
444617;4.0;1048;4
444620;4.0;1049;4
444763;4.0;1050;4
444823;4.0;1051;4
444963;4.0;1052;4
444964;4.0;1053;4
445100;4.0;1054;4
445208;4.0;1055;4
445209;4.0;1056;4
445263;4.0;1057;4
445264;4.0;1058;4
445300;4.0;1059;4
446046;4.0;1060;4
446173;4.0;1061;4
446215;4.0;1062;4
446216;4.0;1063;4
446258;4.0;1064;4
446584;4.0;1065;4
344625;4.0;1066;3
344643;4.0;1067;3
345343;4.0;1068;3
346249;4.0;1069;3
346725;4.0;1070;3
346833;4.0;1071;3
346925;4.0;1072;3
347591;4.0;1073;3
347592;4.0;1074;3
347593;4.0;1075;3
347594;4.0;1076;3
348220;4.0;1077;3
348221;4.0;1078;3
348222;4.0;1079;3
348306;4.0;1080;3
348312;4.0;1081;3
348321;4.0;1082;3
348327;4.0;1083;3
357580;4.0;1084;3
358030;4.0;1085;3
358095;4.0;1086;3
358230;4.0;1087;3
358404;4.0;1088;3
358809;4.0;1089;3
358930;4.0;1090;3
358960;4.0;1091;3
358962;4.0;1092;3
358963;4.0;1093;3
359041;4.0;1094;3
359144;4.0;1095;3
359149;4.0;1096;3
359150;4.0;1097;3
359151;4.0;1098;3
359183;4.0;1099;3
359383;4.0;1100;3
359563;4.0;1101;3
359564;4.0;1102;3
359566;4.0;1103;3
360106;4.0;1104;3
360355;4.0;1105;3
360588;4.0;1106;3
360730;4.0;1107;3
360732;4.0;1108;3
360734;4.0;1109;3
360737;4.0;1110;3
361006;4.0;1111;3
361518;4.0;1112;3
361519;4.0;1113;3
361791;4.0;1114;3
361793;4.0;1115;3
361794;4.0;1116;3
362007;4.0;1117;3
362008;4.0;1118;3
362512;4.0;1119;3
362667;4.0;1120;3
362711;4.0;1121;3
363279;4.0;1122;3
363406;4.0;1123;3
365304;4.0;1124;3
365737;4.0;1125;3
365739;4.0;1126;3
365744;4.0;1127;3
365746;4.0;1128;3
366024;4.0;1129;3
366212;4.0;1130;3
366395;4.0;1131;3
366447;4.0;1132;3
366448;4.0;1133;3
366450;4.0;1134;3
366452;4.0;1135;3
366453;4.0;1136;3
366454;4.0;1137;3
366455;4.0;1138;3
366456;4.0;1139;3
366458;4.0;1140;3
366936;4.0;1141;3
367081;4.0;1142;3
367084;4.0;1143;3
367085;4.0;1144;3
367595;4.0;1145;3
367781;4.0;1146;3
368256;4.0;1147;3
368267;4.0;1148;3
368349;4.0;1149;3
377074;4.0;1150;3
377849;4.0;1151;3
379451;4.0;1152;3
379570;4.0;1153;3
382292;4.0;1154;3
382905;4.0;1155;3
383263;4.0;1156;3
383475;4.0;1157;3
383606;4.0;1158;3
383607;4.0;1159;3
383608;4.0;1160;3
383728;4.0;1161;3
383729;4.0;1162;3
383730;4.0;1163;3
383731;4.0;1164;3
383881;4.0;1165;3
384438;4.0;1166;3
385283;4.0;1167;3
385885;4.0;1168;3
386525;4.0;1169;3
386526;4.0;1170;3
386527;4.0;1171;3
386729;4.0;1172;3
386735;4.0;1173;3
386747;4.0;1174;3
386762;4.0;1175;3
386763;4.0;1176;3
386764;4.0;1177;3
386832;4.0;1178;3
386899;4.0;1179;3
386923;4.0;1180;3
388725;4.0;1181;3
389039;4.0;1182;3
389205;4.0;1183;3
389206;4.0;1184;3
389207;4.0;1185;3
389255;4.0;1186;3
389256;4.0;1187;3
389257;4.0;1188;3
389419;4.0;1189;3
389454;4.0;1190;3
389598;4.0;1191;3
389704;4.0;1192;3
389770;4.0;1193;3
389772;4.0;1194;3
389783;4.0;1195;3
389784;4.0;1196;3
389988;4.0;1197;3
392124;4.0;1198;3
392126;4.0;1199;3
392738;4.0;1200;3
392746;4.0;1201;3
392984;4.0;1202;3
393332;4.0;1203;3
394573;4.0;1204;3
394574;4.0;1205;3
394601;4.0;1206;3
396267;4.0;1207;3
396318;4.0;1208;3
396321;4.0;1209;3
396328;4.0;1210;3
396614;4.0;1211;3
397723;4.0;1212;3
400209;4.0;1213;3
409878;4.0;1214;3
410053;4.0;1215;3
410105;4.0;1216;3
411992;4.0;1217;3
411993;4.0;1218;3
412129;4.0;1219;3
412532;4.0;1220;3
413198;4.0;1221;3
414755;4.0;1222;3
414884;4.0;1223;3
415127;4.0;1224;3
415473;4.0;1225;3
415474;4.0;1226;3
415475;4.0;1227;3
415476;4.0;1228;3
415477;4.0;1229;3
415478;4.0;1230;3
415479;4.0;1231;3
415480;4.0;1232;3
415483;4.0;1233;3
415486;4.0;1234;3
415488;4.0;1235;3
415489;4.0;1236;3
415490;4.0;1237;3
415491;4.0;1238;3
415492;4.0;1239;3
