ID;Visit#Daypart;Fact_Visit_Daypart_ID;Daypart_ID
824557;2.0;202;1
825188;2.0;203;1
826302;2.0;204;1
826337;2.0;205;1
826370;2.0;206;1
826414;2.0;207;1
826670;2.0;208;1
826703;2.0;209;1
826705;2.0;210;1
827586;2.0;211;1
827641;2.0;212;1
827777;2.0;213;1
828243;2.0;214;1
828258;2.0;215;1
828262;2.0;216;1
828264;2.0;217;1
828268;2.0;218;1
828495;2.0;219;1
828531;2.0;220;1
828670;2.0;221;1
830290;2.0;222;1
830522;2.0;223;1
830601;2.0;224;1
830681;2.0;225;1
97089;2.0;226;1
97091;2.0;227;1
97099;2.0;228;1
97100;2.0;229;1
97474;2.0;230;1
97484;2.0;231;1
97485;2.0;232;1
97487;2.0;233;1
97488;2.0;234;1
97493;2.0;235;1
97511;2.0;236;1
97697;2.0;237;1
98051;2.0;238;1
102139;2.0;239;1
102927;2.0;240;1
102931;2.0;241;1
102946;2.0;242;1
102989;2.0;243;1
102990;2.0;244;1
102995;2.0;245;1
102997;2.0;246;1
103023;2.0;247;1
103026;2.0;248;1
103030;2.0;249;1
104631;2.0;250;1
104727;2.0;251;1
104728;2.0;252;1
104729;2.0;253;1
106231;2.0;254;1
106570;2.0;255;1
106571;2.0;256;1
106572;2.0;257;1
106576;2.0;258;1
106579;2.0;259;1
106580;2.0;260;1
106582;2.0;261;1
106585;2.0;262;1
106616;2.0;263;1
106726;2.0;264;1
108597;2.0;265;1
108600;2.0;266;1
108670;2.0;267;1
108980;2.0;268;1
109132;2.0;269;1
109165;2.0;270;1
109224;2.0;271;1
109225;2.0;272;1
110386;2.0;273;1
118023;2.0;274;1
118026;2.0;275;1
118200;2.0;276;1
118397;2.0;277;1
118401;2.0;278;1
118402;2.0;279;1
119547;2.0;280;1
119548;2.0;281;1
119803;2.0;282;1
121216;2.0;283;1
121218;2.0;284;1
121221;2.0;285;1
121485;2.0;286;1
121536;2.0;287;1
121542;2.0;288;1
121567;2.0;289;1
121568;2.0;290;1
121580;2.0;291;1
121611;2.0;292;1
121613;2.0;293;1
121624;2.0;294;1
121639;2.0;295;1
121643;2.0;296;1
121679;2.0;297;1
121689;2.0;298;1
122711;2.0;299;1
122871;2.0;300;1
122921;2.0;301;1
122946;2.0;302;1
122971;2.0;303;1
123380;2.0;304;1
123902;2.0;305;1
123904;2.0;306;1
123908;2.0;307;1
126826;2.0;308;1
133134;2.0;309;1
133930;2.0;310;1
134379;2.0;311;1
134483;2.0;312;1
134485;2.0;313;1
134486;2.0;314;1
134617;2.0;315;1
134834;2.0;316;1
134931;2.0;317;1
134933;2.0;318;1
134935;2.0;319;1
134937;2.0;320;1
134938;2.0;321;1
134940;2.0;322;1
134941;2.0;323;1
134943;2.0;324;1
134947;2.0;325;1
134952;2.0;326;1
134955;2.0;327;1
134959;2.0;328;1
134961;2.0;329;1
134962;2.0;330;1
134963;2.0;331;1
134970;2.0;332;1
134971;2.0;333;1
135013;2.0;334;1
135016;2.0;335;1
135018;2.0;336;1
135053;2.0;337;1
135055;2.0;338;1
135085;2.0;339;1
135357;2.0;340;1
135364;2.0;341;1
135367;2.0;342;1
135372;2.0;343;1
135374;2.0;344;1
135556;2.0;345;1
135608;2.0;346;1
135834;2.0;347;1
136103;2.0;348;1
136381;2.0;349;1
136396;2.0;350;1
136400;2.0;351;1
136426;2.0;352;1
136430;2.0;353;1
136432;2.0;354;1
136438;2.0;355;1
136439;2.0;356;1
138100;2.0;357;1
138106;2.0;358;1
138107;2.0;359;1
138149;2.0;360;1
138212;2.0;361;1
138213;2.0;362;1
138334;2.0;363;1
138338;2.0;364;1
138416;2.0;365;1
138421;2.0;366;1
138425;2.0;367;1
138505;2.0;368;1
138512;2.0;369;1
138526;2.0;370;1
138530;2.0;371;1
138531;2.0;372;1
138590;2.0;373;1
138625;2.0;374;1
138626;2.0;375;1
138639;2.0;376;1
138640;2.0;377;1
138729;2.0;378;1
138752;2.0;379;1
138768;2.0;380;1
138770;2.0;381;1
138771;2.0;382;1
138865;2.0;383;1
138868;2.0;384;1
138909;2.0;385;1
138910;2.0;386;1
138917;2.0;387;1
138919;2.0;388;1
138920;2.0;389;1
138921;2.0;390;1
138951;2.0;391;1
139025;2.0;392;1
139951;2.0;393;1
139952;2.0;394;1
139956;2.0;395;1
139957;2.0;396;1
139958;2.0;397;1
139987;2.0;398;1
139989;2.0;399;1
139994;2.0;400;1
140008;2.0;401;1
140030;2.0;402;1
140095;2.0;403;1
140096;2.0;404;1
140099;2.0;405;1
140100;2.0;406;1
140132;2.0;407;1
140142;2.0;408;1
140233;2.0;409;1
140248;2.0;410;1
140279;2.0;411;1
140293;2.0;412;1
140296;2.0;413;1
140306;2.0;414;1
140314;2.0;415;1
140331;2.0;416;1
140361;2.0;417;1
140389;2.0;418;1
140390;2.0;419;1
140394;2.0;420;1
140396;2.0;421;1
140398;2.0;422;1
140401;2.0;423;1
140402;2.0;424;1
140409;2.0;425;1
140426;2.0;426;1
140681;2.0;427;1
140683;2.0;428;1
140717;2.0;429;1
358485;2.0;430;1
358634;2.0;431;1
358635;2.0;432;1
359632;2.0;433;1
359874;2.0;434;1
359885;2.0;435;1
359945;2.0;436;1
360220;2.0;437;1
360511;2.0;438;1
360525;2.0;439;1
364511;2.0;440;1
364677;2.0;441;1
367348;2.0;442;1
368245;2.0;443;1
368563;2.0;444;1
368602;2.0;445;1
369533;2.0;446;1
369847;2.0;447;1
370069;2.0;448;1
371397;2.0;449;1
371399;2.0;450;1
371873;2.0;451;1
377402;2.0;452;1
377783;2.0;453;1
377785;2.0;454;1
378872;2.0;455;1
378878;2.0;456;1
381317;2.0;457;1
381390;2.0;458;1
381392;2.0;459;1
381393;2.0;460;1
381395;2.0;461;1
382217;2.0;462;1
382222;2.0;463;1
382754;2.0;464;1
395730;2.0;465;1
395732;2.0;466;1
395916;2.0;467;1
396259;2.0;468;1
398379;2.0;469;1
398380;2.0;470;1
398942;2.0;471;1
401631;2.0;472;1
407567;2.0;473;1
410852;2.0;474;1
410855;2.0;475;1
410858;2.0;476;1
410860;2.0;477;1
410988;2.0;478;1
411312;2.0;479;1
411337;2.0;480;1
411459;2.0;481;1
411460;2.0;482;1
411685;2.0;483;1
411687;2.0;484;1
411689;2.0;485;1
411690;2.0;486;1
411693;2.0;487;1
411694;2.0;488;1
411698;2.0;489;1
411798;2.0;490;1
411799;2.0;491;1
411843;2.0;492;1
414168;2.0;493;1
430284;2.0;494;1
430293;2.0;495;1
430335;2.0;496;1
430338;2.0;497;1
431621;2.0;498;1
431631;2.0;499;1
431927;2.0;500;1
431929;2.0;501;1
432319;2.0;502;1
432320;2.0;503;1
433330;2.0;504;1
433331;2.0;505;1
433333;2.0;506;1
433336;2.0;507;1
433701;2.0;508;1
435039;2.0;509;1
435612;2.0;510;1
435613;2.0;511;1
435615;2.0;512;1
435976;2.0;513;1
437231;2.0;514;1
437238;2.0;515;1
437242;2.0;516;1
437248;2.0;517;1
437253;2.0;518;1
437254;2.0;519;1
437767;2.0;520;1
437769;2.0;521;1
437909;2.0;522;1
438991;2.0;523;1
438997;2.0;524;1
438999;2.0;525;1
439002;2.0;526;1
439069;2.0;527;1
439177;2.0;528;1
439178;2.0;529;1
439179;2.0;530;1
439193;2.0;531;1
439198;2.0;532;1
439431;2.0;533;1
439979;2.0;534;1
440504;2.0;535;1
441909;2.0;536;1
441913;2.0;537;1
441916;2.0;538;1
441918;2.0;539;1
442251;2.0;540;1
443647;2.0;541;1
443660;2.0;542;1
443724;2.0;543;1
443730;2.0;544;1
443997;2.0;545;1
444079;2.0;546;1
444425;2.0;547;1
444455;2.0;548;1
444672;2.0;549;1
444675;2.0;550;1
444679;2.0;551;1
446107;2.0;552;1
446505;2.0;553;1
447016;2.0;554;1
447328;2.0;555;1
447367;2.0;556;1
447439;2.0;557;1
447701;2.0;558;1
447702;2.0;559;1
447712;2.0;560;1
447773;2.0;561;1
447992;2.0;562;1
448113;2.0;563;1
448133;2.0;564;1
448578;2.0;565;1
448833;2.0;566;1
448899;2.0;567;1
448902;2.0;568;1
448964;2.0;569;1
449009;2.0;570;1
449038;2.0;571;1
449340;2.0;572;1
449719;2.0;573;1
450075;2.0;574;1
450796;2.0;575;1
450970;2.0;576;1
451421;2.0;577;1
451855;2.0;578;1
451870;2.0;579;1
451893;2.0;580;1
451901;2.0;581;1
451905;2.0;582;1
451912;2.0;583;1
451914;2.0;584;1
452375;2.0;585;1
452561;2.0;586;1
452635;2.0;587;1
452658;2.0;588;1
452747;2.0;589;1
452761;2.0;590;1
452767;2.0;591;1
453023;2.0;592;1
453399;2.0;593;1
453578;2.0;594;1
453868;2.0;595;1
454692;2.0;596;1
454751;2.0;597;1
454831;2.0;598;1
454844;2.0;599;1
454980;2.0;600;1
455010;2.0;601;1
455083;2.0;602;1
455439;2.0;603;1
455623;2.0;604;1
455716;2.0;605;1
456149;2.0;606;1
456175;2.0;607;1
456562;2.0;608;1
456937;2.0;609;1
457213;2.0;610;1
458232;2.0;611;1
459121;2.0;612;1
459292;2.0;613;1
459787;2.0;614;1
459933;2.0;615;1
459934;2.0;616;1
459971;2.0;617;1
459975;2.0;618;1
460193;2.0;619;1
460223;2.0;620;1
358634;2.0;621;2
359632;2.0;622;3
359874;2.0;623;2
359876;2.0;624;4
360220;2.0;625;3
360511;2.0;626;3
360526;2.0;627;2
361515;2.0;628;5
362829;2.0;629;5
363114;2.0;630;2
364513;2.0;631;5
364514;2.0;632;5
364514;2.0;633;4
367348;2.0;634;3
367797;2.0;635;4
368244;2.0;636;3
368249;2.0;637;4
369533;2.0;638;6
369847;2.0;639;3
370069;2.0;640;4
370069;2.0;641;3
371397;2.0;642;2
378873;2.0;643;3
378875;2.0;644;6
378877;2.0;645;3
378878;2.0;646;6
378878;2.0;647;3
381312;2.0;648;3
381390;2.0;649;3
381392;2.0;650;2
381393;2.0;651;3
381395;2.0;652;3
381497;2.0;653;5
381500;2.0;654;2
382210;2.0;655;2
382212;2.0;656;2
382217;2.0;657;2
382576;2.0;658;5
382754;2.0;659;2
391432;2.0;660;3
396259;2.0;661;3
398943;2.0;662;5
398945;2.0;663;5
399518;2.0;664;6
399518;2.0;665;2
399826;2.0;666;3
399827;2.0;667;3
407567;2.0;668;3
407817;2.0;669;3
409205;2.0;670;3
410852;2.0;671;3
410855;2.0;672;2
410858;2.0;673;3
410860;2.0;674;2
411334;2.0;675;4
411337;2.0;676;5
411455;2.0;677;2
411459;2.0;678;2
411680;2.0;679;6
411685;2.0;680;3
411687;2.0;681;3
411689;2.0;682;3
411690;2.0;683;3
411694;2.0;684;6
411695;2.0;685;3
411799;2.0;686;2
411816;2.0;687;4
430284;2.0;688;6
430332;2.0;689;4
430333;2.0;690;4
430336;2.0;691;3
430338;2.0;692;3
430339;2.0;693;4
431619;2.0;694;2
431929;2.0;695;6
431929;2.0;696;3
431931;2.0;697;6
431933;2.0;698;4
432319;2.0;699;6
433330;2.0;700;3
433331;2.0;701;4
433333;2.0;702;6
433334;2.0;703;3
433336;2.0;704;3
433696;2.0;705;2
433701;2.0;706;2
435043;2.0;707;3
435170;2.0;708;6
435969;2.0;709;2
437232;2.0;710;3
437246;2.0;711;4
437250;2.0;712;5
438981;2.0;713;3
438982;2.0;714;2
438984;2.0;715;6
438986;2.0;716;5
438987;2.0;717;6
438987;2.0;718;3
438988;2.0;719;5
438989;2.0;720;6
438992;2.0;721;5
438993;2.0;722;4
438997;2.0;723;3
439002;2.0;724;6
439066;2.0;725;2
439175;2.0;726;6
439193;2.0;727;3
439198;2.0;728;2
439430;2.0;729;6
439979;2.0;730;2
440516;2.0;731;6
440517;2.0;732;2
441315;2.0;733;5
441903;2.0;734;6
441903;2.0;735;2
441908;2.0;736;2
441943;2.0;737;6
442249;2.0;738;3
442250;2.0;739;3
442252;2.0;740;6
442253;2.0;741;3
442343;2.0;742;6
443346;2.0;743;6
443346;2.0;744;2
443561;2.0;745;3
443654;2.0;746;6
443657;2.0;747;5
443721;2.0;748;2
443721;2.0;749;4
443724;2.0;750;4
443730;2.0;751;2
443734;2.0;752;6
443737;2.0;753;5
443997;2.0;754;2
443999;2.0;755;2
443999;2.0;756;4
444016;2.0;757;2
444078;2.0;758;2
444078;2.0;759;4
444425;2.0;760;2
444456;2.0;761;2
444460;2.0;762;4
444674;2.0;763;5
444675;2.0;764;3
445831;2.0;765;3
445855;2.0;766;6
445855;2.0;767;2
446197;2.0;768;4
446250;2.0;769;2
446381;2.0;770;2
446390;2.0;771;3
446505;2.0;772;5
446545;2.0;773;5
447018;2.0;774;3
447107;2.0;775;6
447667;2.0;776;5
447767;2.0;777;3
447984;2.0;778;6
448071;2.0;779;5
448467;2.0;780;4
448578;2.0;781;6
448899;2.0;782;4
448902;2.0;783;2
448902;2.0;784;4
448984;2.0;785;6
449340;2.0;786;5
450135;2.0;787;5
450796;2.0;788;6
450798;2.0;789;5
450798;2.0;790;4
450804;2.0;791;2
450808;2.0;792;2
450971;2.0;793;2
451847;2.0;794;6
451847;2.0;795;2
451901;2.0;796;2
451901;2.0;797;4
451910;2.0;798;2
451912;2.0;799;4
452635;2.0;800;2
452761;2.0;801;2
452767;2.0;802;2
453023;2.0;803;5
453285;2.0;804;5
453615;2.0;805;5
453757;2.0;806;5
454079;2.0;807;3
454567;2.0;808;6
454672;2.0;809;2
454921;2.0;810;2
455716;2.0;811;2
455719;2.0;812;2
455808;2.0;813;4
455809;2.0;814;3
456562;2.0;815;2
456937;2.0;816;4
456943;2.0;817;2
457213;2.0;818;6
458206;2.0;819;5
458232;2.0;820;6
458747;2.0;821;2
459292;2.0;822;6
459512;2.0;823;2
459661;2.0;824;4
459973;2.0;825;2
460006;2.0;826;3
460219;2.0;827;5
97079;2.0;828;3
97100;2.0;829;3
97111;2.0;830;6
97112;2.0;831;5
97473;2.0;832;5
97485;2.0;833;5
97496;2.0;834;6
97496;2.0;835;5
97497;2.0;836;3
97503;2.0;837;6
97511;2.0;838;5
97512;2.0;839;6
100201;2.0;840;5
100269;2.0;841;6
102927;2.0;842;6
102927;2.0;843;3
102966;2.0;844;6
103115;2.0;845;3
108672;2.0;846;3
108905;2.0;847;3
108981;2.0;848;3
108982;2.0;849;6
109165;2.0;850;3
109166;2.0;851;5
109201;2.0;852;6
109202;2.0;853;6
109225;2.0;854;5
117647;2.0;855;6
118200;2.0;856;3
118395;2.0;857;6
118401;2.0;858;6
119548;2.0;859;6
119803;2.0;860;6
120129;2.0;861;5
121046;2.0;862;3
121217;2.0;863;5
121515;2.0;864;5
121531;2.0;865;6
121531;2.0;866;5
121578;2.0;867;6
121749;2.0;868;5
122036;2.0;869;3
122103;2.0;870;5
122104;2.0;871;6
122187;2.0;872;6
122711;2.0;873;3
122874;2.0;874;5
122922;2.0;875;3
122948;2.0;876;5
122970;2.0;877;5
123371;2.0;878;6
123901;2.0;879;5
128547;2.0;880;5
133131;2.0;881;5
134488;2.0;882;5
134834;2.0;883;6
134951;2.0;884;6
134996;2.0;885;6
135013;2.0;886;5
135054;2.0;887;6
135362;2.0;888;6
135363;2.0;889;5
135366;2.0;890;6
135370;2.0;891;6
135373;2.0;892;6
136318;2.0;893;5
136425;2.0;894;5
138103;2.0;895;3
138213;2.0;896;6
138336;2.0;897;5
138417;2.0;898;6
138418;2.0;899;3
138420;2.0;900;3
138423;2.0;901;5
138449;2.0;902;3
138450;2.0;903;5
138451;2.0;904;3
138482;2.0;905;6
138483;2.0;906;6
138487;2.0;907;6
138530;2.0;908;5
138531;2.0;909;5
138586;2.0;910;6
138589;2.0;911;3
138625;2.0;912;5
138638;2.0;913;6
138752;2.0;914;5
138755;2.0;915;5
138755;2.0;916;3
138770;2.0;917;5
138848;2.0;918;5
138908;2.0;919;5
138910;2.0;920;5
138951;2.0;921;3
139009;2.0;922;5
139026;2.0;923;3
139950;2.0;924;5
139951;2.0;925;5
139956;2.0;926;6
139988;2.0;927;5
139988;2.0;928;3
139994;2.0;929;5
140032;2.0;930;5
140033;2.0;931;5
140034;2.0;932;6
140034;2.0;933;5
140096;2.0;934;5
140101;2.0;935;5
140142;2.0;936;6
140224;2.0;937;5
140295;2.0;938;5
140296;2.0;939;5
140310;2.0;940;3
140315;2.0;941;3
140321;2.0;942;3
140393;2.0;943;6
140395;2.0;944;5
140396;2.0;945;6
140408;2.0;946;6
140584;2.0;947;5
140584;2.0;948;3
140644;2.0;949;5
140669;2.0;950;6
140673;2.0;951;3
140685;2.0;952;6
140686;2.0;953;6
140703;2.0;954;6
140707;2.0;955;6
97111;2.0;956;4
97485;2.0;957;4
102927;2.0;958;4
103024;2.0;959;4
103114;2.0;960;4
104729;2.0;961;4
105105;2.0;962;4
105677;2.0;963;4
105678;2.0;964;4
106234;2.0;965;4
106718;2.0;966;4
108015;2.0;967;4
108150;2.0;968;4
108153;2.0;969;4
108982;2.0;970;4
117357;2.0;971;4
118395;2.0;972;4
118400;2.0;973;4
121222;2.0;974;4
121532;2.0;975;4
121564;2.0;976;4
121571;2.0;977;4
121622;2.0;978;4
121628;2.0;979;4
121678;2.0;980;4
123374;2.0;981;4
123377;2.0;982;4
124022;2.0;983;4
133131;2.0;984;4
133935;2.0;985;4
135358;2.0;986;4
135369;2.0;987;4
135374;2.0;988;4
135608;2.0;989;4
136162;2.0;990;4
136435;2.0;991;4
136438;2.0;992;4
136439;2.0;993;4
138100;2.0;994;4
138103;2.0;995;4
138106;2.0;996;4
138107;2.0;997;4
138418;2.0;998;4
138420;2.0;999;4
138483;2.0;1000;4
138510;2.0;1001;4
138511;2.0;1002;4
138514;2.0;1003;4
138632;2.0;1004;4
138668;2.0;1005;4
138825;2.0;1006;4
138867;2.0;1007;4
139958;2.0;1008;4
139959;2.0;1009;4
140032;2.0;1010;4
140033;2.0;1011;4
140034;2.0;1012;4
140226;2.0;1013;4
140265;2.0;1014;4
140330;2.0;1015;4
140361;2.0;1016;4
140393;2.0;1017;4
140400;2.0;1018;4
140584;2.0;1019;4
140669;2.0;1020;4
140717;2.0;1021;4
141290;2.0;1022;4
141297;2.0;1023;4
97079;2.0;1024;2
97503;2.0;1025;2
97697;2.0;1026;2
100210;2.0;1027;2
100269;2.0;1028;2
102966;2.0;1029;2
102990;2.0;1030;2
104633;2.0;1031;2
106725;2.0;1032;2
108153;2.0;1033;2
109201;2.0;1034;2
109202;2.0;1035;2
118021;2.0;1036;2
118400;2.0;1037;2
119982;2.0;1038;2
120129;2.0;1039;2
121216;2.0;1040;2
121222;2.0;1041;2
121515;2.0;1042;2
121534;2.0;1043;2
121574;2.0;1044;2
121578;2.0;1045;2
121620;2.0;1046;2
121622;2.0;1047;2
121624;2.0;1048;2
121625;2.0;1049;2
121628;2.0;1050;2
121638;2.0;1051;2
121679;2.0;1052;2
122971;2.0;1053;2
123900;2.0;1054;2
134486;2.0;1055;2
134488;2.0;1056;2
134940;2.0;1057;2
134951;2.0;1058;2
134970;2.0;1059;2
135016;2.0;1060;2
135086;2.0;1061;2
135373;2.0;1062;2
135379;2.0;1063;2
136415;2.0;1064;2
136431;2.0;1065;2
138423;2.0;1066;2
138446;2.0;1067;2
138505;2.0;1068;2
138509;2.0;1069;2
138510;2.0;1070;2
138515;2.0;1071;2
138527;2.0;1072;2
138528;2.0;1073;2
138532;2.0;1074;2
138624;2.0;1075;2
138637;2.0;1076;2
138639;2.0;1077;2
138668;2.0;1078;2
138730;2.0;1079;2
138827;2.0;1080;2
138845;2.0;1081;2
138848;2.0;1082;2
138865;2.0;1083;2
138868;2.0;1084;2
139027;2.0;1085;2
139957;2.0;1086;2
139965;2.0;1087;2
140034;2.0;1088;2
140061;2.0;1089;2
140130;2.0;1090;2
140226;2.0;1091;2
140227;2.0;1092;2
140266;2.0;1093;2
140315;2.0;1094;2
140318;2.0;1095;2
140401;2.0;1096;2
140402;2.0;1097;2
140426;2.0;1098;2
140480;2.0;1099;2
140686;2.0;1100;2
727611;2.0;1101;3
731932;2.0;1102;3
736894;2.0;1103;3
737467;2.0;1104;3
737543;2.0;1105;3
746896;2.0;1106;3
747383;2.0;1107;3
759284;2.0;1108;3
765811;2.0;1109;3
766003;2.0;1110;3
777899;2.0;1111;3
777967;2.0;1112;3
778119;2.0;1113;3
780275;2.0;1114;3
780545;2.0;1115;3
780835;2.0;1116;3
781110;2.0;1117;3
781338;2.0;1118;3
783177;2.0;1119;3
783618;2.0;1120;3
783728;2.0;1121;3
786479;2.0;1122;3
787289;2.0;1123;3
787815;2.0;1124;3
789625;2.0;1125;3
789761;2.0;1126;3
789917;2.0;1127;3
790336;2.0;1128;3
790347;2.0;1129;3
791788;2.0;1130;3
792019;2.0;1131;3
792023;2.0;1132;3
792770;2.0;1133;3
792866;2.0;1134;3
793043;2.0;1135;3
795752;2.0;1136;3
796921;2.0;1137;3
797515;2.0;1138;3
797933;2.0;1139;3
799734;2.0;1140;3
800181;2.0;1141;3
800664;2.0;1142;3
801291;2.0;1143;3
803092;2.0;1144;3
803267;2.0;1145;3
803793;2.0;1146;3
803915;2.0;1147;3
805904;2.0;1148;3
808131;2.0;1149;3
808216;2.0;1150;3
808795;2.0;1151;3
809409;2.0;1152;3
809819;2.0;1153;3
809956;2.0;1154;3
809957;2.0;1155;3
809963;2.0;1156;3
810107;2.0;1157;3
810173;2.0;1158;3
810738;2.0;1159;3
811683;2.0;1160;3
811712;2.0;1161;3
813146;2.0;1162;3
813152;2.0;1163;3
813281;2.0;1164;3
813600;2.0;1165;3
813918;2.0;1166;3
813930;2.0;1167;3
814014;2.0;1168;3
815453;2.0;1169;3
815670;2.0;1170;3
816251;2.0;1171;3
816276;2.0;1172;3
817815;2.0;1173;3
817996;2.0;1174;3
818013;2.0;1175;3
818139;2.0;1176;3
818268;2.0;1177;3
819429;2.0;1178;3
819558;2.0;1179;3
819927;2.0;1180;3
819966;2.0;1181;3
823525;2.0;1182;3
823964;2.0;1183;3
824024;2.0;1184;3
828495;2.0;1185;3
828713;2.0;1186;3
829209;2.0;1187;3
829843;2.0;1188;3
829974;2.0;1189;3
830193;2.0;1190;3
830288;2.0;1191;3
830290;2.0;1192;3
830373;2.0;1193;3
830501;2.0;1194;3
830611;2.0;1195;3
832802;2.0;1196;3
833319;2.0;1197;3
854861;2.0;1198;3
729674;2.0;1199;2
730433;2.0;1200;2
730965;2.0;1201;2
732434;2.0;1202;2
732669;2.0;1203;2
732706;2.0;1204;2
733736;2.0;1205;2
735043;2.0;1206;2
737382;2.0;1207;2
737758;2.0;1208;2
738435;2.0;1209;2
739475;2.0;1210;2
744362;2.0;1211;2
746594;2.0;1212;2
747293;2.0;1213;2
747553;2.0;1214;2
748185;2.0;1215;2
748944;2.0;1216;2
758905;2.0;1217;2
763355;2.0;1218;2
769476;2.0;1219;2
780275;2.0;1220;2
780422;2.0;1221;2
782322;2.0;1222;2
782475;2.0;1223;2
783322;2.0;1224;2
784172;2.0;1225;2
784403;2.0;1226;2
786004;2.0;1227;2
786373;2.0;1228;2
786472;2.0;1229;2
787315;2.0;1230;2
787815;2.0;1231;2
790008;2.0;1232;2
792139;2.0;1233;2
792955;2.0;1234;2
792963;2.0;1235;2
793043;2.0;1236;2
797512;2.0;1237;2
799034;2.0;1238;2
800216;2.0;1239;2
800673;2.0;1240;2
