ID;Year;Spontaneous;Awareness;Trial;P3M;P1M;Comprehension;Brand_Likability;Weekly;Daily;Fre#visit;PPA;Spending;BH_ID;Brand_ID;City_ID;Segmentation_ID;NPS_ID
111404;2017;0;1;0;0;0;3;0;0;0;;;;4392;32;3;;
111485;2017;0;1;0;0;0;3;0;0;0;;;;4393;32;3;;
111487;2017;0;1;0;0;0;3;0;0;0;;;;4394;32;3;;
111495;2017;0;1;0;0;0;3;0;0;0;;;;4395;32;3;;
111498;2017;0;1;0;0;0;3;0;0;0;;;;4396;32;3;;
111761;2017;0;1;0;0;0;3;0;0;0;;;;4397;32;3;;
111871;2017;0;1;0;0;0;3;0;0;0;;;;4398;32;3;;
111872;2017;0;1;0;0;0;3;0;0;0;;;;4399;32;3;;
111874;2017;0;1;0;0;0;3;0;0;0;;;;4400;32;3;;
111875;2017;0;1;0;0;0;3;0;0;0;;;;4401;32;3;;
112024;2017;0;1;0;0;0;3;0;0;0;;;;4402;32;3;;
112031;2017;0;1;0;0;0;3;0;0;0;;;;4403;32;3;;
112180;2017;0;1;0;0;0;3;0;0;0;;;;4404;32;3;;
112181;2017;0;1;0;0;0;3;0;0;0;;;;4405;32;3;;
112436;2017;0;1;0;0;0;3;0;0;0;;;;4406;32;3;;
112539;2017;0;1;0;0;0;3;0;0;0;;;;4407;32;3;;
112542;2017;0;1;0;0;0;3;0;0;0;;;;4408;32;3;;
117059;2017;0;1;0;0;0;3;0;0;0;;;;4409;32;3;;
117480;2017;0;1;0;0;0;3;0;0;0;;;;4410;32;3;;
117709;2017;0;1;0;0;0;3;0;0;0;;;;4411;32;3;;
117710;2017;0;1;0;0;0;3;0;0;0;;;;4412;32;3;;
117711;2017;0;1;0;0;0;3;0;0;0;;;;4413;32;3;;
117712;2017;0;1;0;0;0;3;0;0;0;;;;4414;32;3;;
117713;2017;0;1;0;0;0;3;0;0;0;;;;4415;32;3;;
118267;2017;0;1;0;0;0;3;0;0;0;;;;4416;32;3;;
118270;2017;0;1;0;0;0;3;0;0;0;;;;4417;32;3;;
119274;2017;0;1;0;0;0;3;0;0;0;;;;4418;32;3;;
121228;2017;0;1;0;0;0;3;0;0;0;;;;4419;32;3;;
121309;2017;0;1;0;0;0;3;0;0;0;;;;4420;32;3;;
121953;2017;0;1;0;0;0;3;0;0;0;;;;4421;32;3;;
122439;2017;0;1;0;0;0;3;0;0;0;;;;4422;32;3;;
123110;2017;0;1;0;0;0;3;0;0;0;;;;4423;32;3;;
123111;2017;0;1;0;0;0;3;0;0;0;;;;4424;32;3;;
123194;2017;0;1;0;0;0;3;0;0;0;;;;4425;32;3;;
123415;2017;0;1;0;0;0;3;0;0;0;;;;4426;32;3;;
123911;2017;0;1;0;0;0;3;0;0;0;;;;4427;32;3;;
124197;2017;0;1;0;0;0;3;0;0;0;;;;4428;32;3;;
124198;2017;0;1;0;0;0;3;0;0;0;;;;4429;32;3;;
124200;2017;0;1;0;0;0;3;0;0;0;;;;4430;32;3;;
124201;2017;0;1;0;0;0;3;0;0;0;;;;4431;32;3;;
124220;2017;0;1;0;0;0;3;0;0;0;;;;4432;32;3;;
124222;2017;0;1;0;0;0;3;0;0;0;;;;4433;32;3;;
124229;2017;0;1;0;0;0;3;0;0;0;;;;4434;32;3;;
124230;2017;0;1;0;0;0;3;0;0;0;;;;4435;32;3;;
124231;2017;0;1;0;0;0;3;0;0;0;;;;4436;32;3;;
124232;2017;0;1;0;0;0;3;0;0;0;;;;4437;32;3;;
124320;2017;0;1;0;0;0;3;0;0;0;;;;4438;32;3;;
124321;2017;0;1;0;0;0;3;0;0;0;;;;4439;32;3;;
124556;2017;0;1;0;0;0;3;0;0;0;;;;4440;32;3;;
124740;2017;0;1;0;0;0;3;0;0;0;;;;4441;32;3;;
124743;2017;0;1;0;0;0;3;0;0;0;;;;4442;32;3;;
124835;2017;0;1;0;0;0;3;0;0;0;;;;4443;32;3;;
124838;2017;0;1;0;0;0;3;0;0;0;;;;4444;32;3;;
124839;2017;0;1;0;0;0;3;0;0;0;;;;4445;32;3;;
124840;2017;0;1;0;0;0;3;0;0;0;;;;4446;32;3;;
125945;2017;0;1;0;0;0;3;0;0;0;;;;4447;32;3;;
126157;2017;0;1;0;0;0;3;0;0;0;;;;4448;32;3;;
126228;2017;0;1;0;0;0;3;0;0;0;;;;4449;32;3;;
126278;2017;0;1;0;0;0;3;0;0;0;;;;4450;32;3;;
126282;2017;0;1;0;0;0;3;0;0;0;;;;4451;32;3;;
131087;2017;0;1;0;0;0;3;0;0;0;;;;4452;32;3;;
131089;2017;0;1;0;0;0;3;0;0;0;;;;4453;32;3;;
131557;2017;0;1;0;0;0;3;0;0;0;;;;4454;32;3;;
131563;2017;0;1;0;0;0;3;0;0;0;;;;4455;32;3;;
132950;2017;0;1;0;0;0;3;0;0;0;;;;4456;32;3;;
132951;2017;0;1;0;0;0;3;0;0;0;;;;4457;32;3;;
132958;2017;0;1;0;0;0;3;0;0;0;;;;4458;32;3;;
133275;2017;0;1;0;0;0;3;0;0;0;;;;4459;32;3;;
133377;2017;0;1;0;0;0;3;0;0;0;;;;4460;32;3;;
133378;2017;0;1;0;0;0;3;0;0;0;;;;4461;32;3;;
133379;2017;0;1;0;0;0;3;0;0;0;;;;4462;32;3;;
133381;2017;0;1;0;0;0;3;0;0;0;;;;4463;32;3;;
133563;2017;0;1;0;0;0;3;0;0;0;;;;4464;32;3;;
133867;2017;0;1;0;0;0;3;0;0;0;;;;4465;32;3;;
133868;2017;0;1;0;0;0;3;0;0;0;;;;4466;32;3;;
133899;2017;0;1;0;0;0;3;0;0;0;;;;4467;32;3;;
133913;2017;0;1;0;0;0;3;0;0;0;;;;4468;32;3;;
133915;2017;0;1;0;0;0;3;0;0;0;;;;4469;32;3;;
133962;2017;0;1;0;0;0;3;0;0;0;;;;4470;32;3;;
134007;2017;0;1;0;0;0;3;0;0;0;;;;4471;32;3;;
134183;2017;0;1;0;0;0;3;0;0;0;;;;4472;32;3;;
134340;2017;0;1;0;0;0;3;0;0;0;;;;4473;32;3;;
134350;2017;0;1;0;0;0;3;0;0;0;;;;4474;32;3;;
134352;2017;0;1;0;0;0;3;0;0;0;;;;4475;32;3;;
134354;2017;0;1;0;0;0;3;0;0;0;;;;4476;32;3;;
134418;2017;0;1;0;0;0;3;0;0;0;;;;4477;32;3;;
134421;2017;0;1;0;0;0;3;0;0;0;;;;4478;32;3;;
134423;2017;0;1;0;0;0;3;0;0;0;;;;4479;32;3;;
134494;2017;0;1;0;0;0;3;0;0;0;;;;4480;32;3;;
134498;2017;0;1;0;0;0;3;0;0;0;;;;4481;32;3;;
134671;2017;0;1;0;0;0;3;0;0;0;;;;4482;32;3;;
134672;2017;0;1;0;0;0;3;0;0;0;;;;4483;32;3;;
134673;2017;0;1;0;0;0;3;0;0;0;;;;4484;32;3;;
134718;2017;0;1;0;0;0;3;0;0;0;;;;4485;32;3;;
134870;2017;0;1;0;0;0;3;0;0;0;;;;4486;32;3;;
134987;2017;0;1;0;0;0;3;0;0;0;;;;4487;32;3;;
135004;2017;0;1;0;0;0;3;0;0;0;;;;4488;32;3;;
135005;2017;0;1;0;0;0;3;0;0;0;;;;4489;32;3;;
135006;2017;0;1;0;0;0;3;0;0;0;;;;4490;32;3;;
135007;2017;0;1;0;0;0;3;0;0;0;;;;4491;32;3;;
135008;2017;0;1;0;0;0;3;0;0;0;;;;4492;32;3;;
135009;2017;0;1;0;0;0;3;0;0;0;;;;4493;32;3;;
135131;2017;0;1;0;0;0;3;0;0;0;;;;4494;32;3;;
135295;2017;0;1;0;0;0;3;0;0;0;;;;4495;32;3;;
135297;2017;0;1;0;0;0;3;0;0;0;;;;4496;32;3;;
135298;2017;0;1;0;0;0;3;0;0;0;;;;4497;32;3;;
135299;2017;0;1;0;0;0;3;0;0;0;;;;4498;32;3;;
135300;2017;0;1;0;0;0;3;0;0;0;;;;4499;32;3;;
135301;2017;0;1;0;0;0;3;0;0;0;;;;4500;32;3;;
135302;2017;0;1;0;0;0;3;0;0;0;;;;4501;32;3;;
135303;2017;0;1;0;0;0;3;0;0;0;;;;4502;32;3;;
135644;2017;0;1;0;0;0;3;0;0;0;;;;4503;32;3;;
135722;2017;0;1;0;0;0;3;0;0;0;;;;4504;32;3;;
136067;2017;0;1;0;0;0;3;0;0;0;;;;4505;32;3;;
136073;2017;0;1;0;0;0;3;0;0;0;;;;4506;32;3;;
136291;2017;0;1;0;0;0;3;0;0;0;;;;4507;32;3;;
137945;2017;0;1;0;0;0;3;0;0;0;;;;4508;32;3;;
137954;2017;0;1;0;0;0;3;0;0;0;;;;4509;32;3;;
137957;2017;0;1;0;0;0;3;0;0;0;;;;4510;32;3;;
137959;2017;0;1;0;0;0;3;0;0;0;;;;4511;32;3;;
137960;2017;0;1;0;0;0;3;0;0;0;;;;4512;32;3;;
137962;2017;0;1;0;0;0;3;0;0;0;;;;4513;32;3;;
138183;2017;0;1;0;0;0;3;0;0;0;;;;4514;32;3;;
138197;2017;0;1;0;0;0;3;0;0;0;;;;4515;32;3;;
138198;2017;0;1;0;0;0;3;0;0;0;;;;4516;32;3;;
138286;2017;0;1;0;0;0;3;0;0;0;;;;4517;32;3;;
138302;2017;0;1;0;0;0;3;0;0;0;;;;4518;32;3;;
138304;2017;0;1;0;0;0;3;0;0;0;;;;4519;32;3;;
138314;2017;0;1;0;0;0;3;0;0;0;;;;4520;32;3;;
138374;2017;0;1;0;0;0;3;0;0;0;;;;4521;32;3;;
138375;2017;0;1;0;0;0;3;0;0;0;;;;4522;32;3;;
138376;2017;0;1;0;0;0;3;0;0;0;;;;4523;32;3;;
138377;2017;0;1;0;0;0;3;0;0;0;;;;4524;32;3;;
138378;2017;0;1;0;0;0;3;0;0;0;;;;4525;32;3;;
138381;2017;0;1;0;0;0;3;0;0;0;;;;4526;32;3;;
138384;2017;0;1;0;0;0;3;0;0;0;;;;4527;32;3;;
138385;2017;0;1;0;0;0;3;0;0;0;;;;4528;32;3;;
138386;2017;0;1;0;0;0;3;0;0;0;;;;4529;32;3;;
138387;2017;0;1;0;0;0;3;0;0;0;;;;4530;32;3;;
138391;2017;0;1;0;0;0;3;0;0;0;;;;4531;32;3;;
138400;2017;0;1;0;0;0;3;0;0;0;;;;4532;32;3;;
138597;2017;0;1;0;0;0;3;0;0;0;;;;4533;32;3;;
138716;2017;0;1;0;0;0;3;0;0;0;;;;4534;32;3;;
138741;2017;0;1;0;0;0;3;0;0;0;;;;4535;32;3;;
138744;2017;0;1;0;0;0;3;0;0;0;;;;4536;32;3;;
138758;2017;0;1;0;0;0;3;0;0;0;;;;4537;32;3;;
138760;2017;0;1;0;0;0;3;0;0;0;;;;4538;32;3;;
138761;2017;0;1;0;0;0;3;0;0;0;;;;4539;32;3;;
138762;2017;0;1;0;0;0;3;0;0;0;;;;4540;32;3;;
138763;2017;0;1;0;0;0;3;0;0;0;;;;4541;32;3;;
138973;2017;0;1;0;0;0;3;0;0;0;;;;4542;32;3;;
138975;2017;0;1;0;0;0;3;0;0;0;;;;4543;32;3;;
138976;2017;0;1;0;0;0;3;0;0;0;;;;4544;32;3;;
138977;2017;0;1;0;0;0;3;0;0;0;;;;4545;32;3;;
138978;2017;0;1;0;0;0;3;0;0;0;;;;4546;32;3;;
138979;2017;0;1;0;0;0;3;0;0;0;;;;4547;32;3;;
138980;2017;0;1;0;0;0;3;0;0;0;;;;4548;32;3;;
138990;2017;0;1;0;0;0;3;0;0;0;;;;4549;32;3;;
138999;2017;0;1;0;0;0;3;0;0;0;;;;4550;32;3;;
139000;2017;0;1;0;0;0;3;0;0;0;;;;4551;32;3;;
139004;2017;0;1;0;0;0;3;0;0;0;;;;4552;32;3;;
139005;2017;0;1;0;0;0;3;0;0;0;;;;4553;32;3;;
139012;2017;0;1;0;0;0;3;0;0;0;;;;4554;32;3;;
139014;2017;0;1;0;0;0;3;0;0;0;;;;4555;32;3;;
139019;2017;0;1;0;0;0;3;0;0;0;;;;4556;32;3;;
139039;2017;0;1;0;0;0;3;0;0;0;;;;4557;32;3;;
139041;2017;0;1;0;0;0;3;0;0;0;;;;4558;32;3;;
139042;2017;0;1;0;0;0;3;0;0;0;;;;4559;32;3;;
139045;2017;0;1;0;0;0;3;0;0;0;;;;4560;32;3;;
139054;2017;0;1;0;0;0;3;0;0;0;;;;4561;32;3;;
139056;2017;0;1;0;0;0;3;0;0;0;;;;4562;32;3;;
139064;2017;0;1;0;0;0;3;0;0;0;;;;4563;32;3;;
139072;2017;0;1;0;0;0;3;0;0;0;;;;4564;32;3;;
139145;2017;0;1;0;0;0;3;0;0;0;;;;4565;32;3;;
140019;2017;0;1;0;0;0;3;0;0;0;;;;4566;32;3;;
140771;2017;0;1;0;0;0;3;0;0;0;;;;4567;32;3;;
140776;2017;0;1;0;0;0;3;0;0;0;;;;4568;32;3;;
140795;2017;0;1;0;0;0;3;0;0;0;;;;4569;32;3;;
140862;2017;0;1;0;0;0;3;0;0;0;;;;4570;32;3;;
141293;2017;0;1;0;0;0;3;0;0;0;;;;4571;32;3;;
141298;2017;0;1;0;0;0;3;0;0;0;;;;4572;32;3;;
141300;2017;0;1;0;0;0;3;0;0;0;;;;4573;32;3;;
141303;2017;0;1;0;0;0;3;0;0;0;;;;4574;32;3;;
141305;2017;0;1;0;0;0;3;0;0;0;;;;4575;32;3;;
141306;2017;0;1;0;0;0;3;0;0;0;;;;4576;32;3;;
141307;2017;0;1;0;0;0;3;0;0;0;;;;4577;32;3;;
141308;2017;0;1;0;0;0;3;0;0;0;;;;4578;32;3;;
141310;2017;0;1;0;0;0;3;0;0;0;;;;4579;32;3;;
141312;2017;0;1;0;0;0;3;0;0;0;;;;4580;32;3;;
141313;2017;0;1;0;0;0;3;0;0;0;;;;4581;32;3;;
141317;2017;0;1;0;0;0;3;0;0;0;;;;4582;32;3;;
141329;2017;0;1;0;0;0;3;0;0;0;;;;4583;32;3;;
141432;2017;0;1;0;0;0;3;0;0;0;;;;4584;32;3;;
141436;2017;0;1;0;0;0;3;0;0;0;;;;4585;32;3;;
141597;2017;0;1;0;0;0;3;0;0;0;;;;4586;32;3;;
141679;2017;0;1;0;0;0;3;0;0;0;;;;4587;32;3;;
89618;2017;0;1;0;0;0;3;0;0;0;;;;4588;3;3;;
89965;2017;0;1;0;0;0;3;0;0;0;;;;4589;3;3;;
89967;2017;0;1;0;0;0;3;0;0;0;;;;4590;3;3;;
90339;2017;0;1;0;0;0;3;0;0;0;;;;4591;3;3;;
90419;2017;0;1;0;0;0;3;0;0;0;;;;4592;3;3;;
91439;2017;0;1;0;0;0;3;0;0;0;;;;4593;3;3;;
91854;2017;0;1;0;0;0;3;0;0;0;;;;4594;3;3;;
92317;2017;0;1;0;0;0;3;0;0;0;;;;4595;3;3;;
92584;2017;0;1;0;0;0;3;0;0;0;;;;4596;3;3;;
92615;2017;0;1;0;0;0;3;0;0;0;;;;4597;3;3;;
92839;2017;0;1;0;0;0;3;0;0;0;;;;4598;3;3;;
92875;2017;0;1;0;0;0;3;0;0;0;;;;4599;3;3;;
93167;2017;0;1;0;0;0;3;0;0;0;;;;4600;3;3;;
93385;2017;0;1;0;0;0;3;0;0;0;;;;4601;3;3;;
93392;2017;0;1;0;0;0;3;0;0;0;;;;4602;3;3;;
94136;2017;0;1;0;0;0;3;0;0;0;;;;4603;3;3;;
94210;2017;0;1;0;0;0;3;0;0;0;;;;4604;3;3;;
94214;2017;0;1;0;0;0;3;0;0;0;;;;4605;3;3;;
94216;2017;0;1;0;0;0;3;0;0;0;;;;4606;3;3;;
94985;2017;0;1;0;0;0;3;0;0;0;;;;4607;3;3;;
94986;2017;0;1;0;0;0;3;0;0;0;;;;4608;3;3;;
95052;2017;0;1;0;0;0;3;0;0;0;;;;4609;3;3;;
95189;2017;0;1;0;0;0;3;0;0;0;;;;4610;3;3;;
95190;2017;0;1;0;0;0;3;0;0;0;;;;4611;3;3;;
95191;2017;0;1;0;0;0;3;0;0;0;;;;4612;3;3;;
95908;2017;0;1;0;0;0;3;0;0;0;;;;4613;3;3;;
95909;2017;0;1;0;0;0;3;0;0;0;;;;4614;3;3;;
96566;2017;0;1;0;0;0;3;0;0;0;;;;4615;3;3;;
103003;2017;0;1;0;0;0;3;0;0;0;;;;4616;3;3;;
106716;2017;0;1;0;0;0;3;0;0;0;;;;4617;3;3;;
107048;2017;0;1;0;0;0;3;0;0;0;;;;4618;3;3;;
107619;2017;0;1;0;0;0;3;0;0;0;;;;4619;3;3;;
107623;2017;0;1;0;0;0;3;0;0;0;;;;4620;3;3;;
107625;2017;0;1;0;0;0;3;0;0;0;;;;4621;3;3;;
108653;2017;0;1;0;0;0;3;0;0;0;;;;4622;3;3;;
108898;2017;0;1;0;0;0;3;0;0;0;;;;4623;3;3;;
108899;2017;0;1;0;0;0;3;0;0;0;;;;4624;3;3;;
109205;2017;0;1;0;0;0;3;0;0;0;;;;4625;3;3;;
109206;2017;0;1;0;0;0;3;0;0;0;;;;4626;3;3;;
109209;2017;0;1;0;0;0;3;0;0;0;;;;4627;3;3;;
109419;2017;0;1;0;0;0;3;0;0;0;;;;4628;3;3;;
109724;2017;0;1;0;0;0;3;0;0;0;;;;4629;3;3;;
109948;2017;0;1;0;0;0;3;0;0;0;;;;4630;3;3;;
109951;2017;0;1;0;0;0;3;0;0;0;;;;4631;3;3;;
110158;2017;0;1;0;0;0;3;0;0;0;;;;4632;3;3;;
110159;2017;0;1;0;0;0;3;0;0;0;;;;4633;3;3;;
110160;2017;0;1;0;0;0;3;0;0;0;;;;4634;3;3;;
110509;2017;0;1;0;0;0;3;0;0;0;;;;4635;3;3;;
110588;2017;0;1;0;0;0;3;0;0;0;;;;4636;3;3;;
111011;2017;0;1;0;0;0;3;0;0;0;;;;4637;3;3;;
111013;2017;0;1;0;0;0;3;0;0;0;;;;4638;3;3;;
111059;2017;0;1;0;0;0;3;0;0;0;;;;4639;3;3;;
111433;2017;0;1;0;0;0;3;0;0;0;;;;4640;3;3;;
111490;2017;0;1;0;0;0;3;0;0;0;;;;4641;3;3;;
111495;2017;0;1;0;0;0;3;0;0;0;;;;4642;3;3;;
111496;2017;0;1;0;0;0;3;0;0;0;;;;4643;3;3;;
111498;2017;0;1;0;0;0;3;0;0;0;;;;4644;3;3;;
111500;2017;0;1;0;0;0;3;0;0;0;;;;4645;3;3;;
111872;2017;0;1;0;0;0;3;0;0;0;;;;4646;3;3;;
111876;2017;0;1;0;0;0;3;0;0;0;;;;4647;3;3;;
111932;2017;0;1;0;0;0;3;0;0;0;;;;4648;3;3;;
112010;2017;0;1;0;0;0;3;0;0;0;;;;4649;3;3;;
112178;2017;0;1;0;0;0;3;0;0;0;;;;4650;3;3;;
112180;2017;0;1;0;0;0;3;0;0;0;;;;4651;3;3;;
112441;2017;0;1;0;0;0;3;0;0;0;;;;4652;3;3;;
113431;2017;0;1;0;0;0;3;0;0;0;;;;4653;3;3;;
117480;2017;0;1;0;0;0;3;0;0;0;;;;4654;3;3;;
117706;2017;0;1;0;0;0;3;0;0;0;;;;4655;3;3;;
117708;2017;0;1;0;0;0;3;0;0;0;;;;4656;3;3;;
117711;2017;0;1;0;0;0;3;0;0;0;;;;4657;3;3;;
117796;2017;0;1;0;0;0;3;0;0;0;;;;4658;3;3;;
117922;2017;0;1;0;0;0;3;0;0;0;;;;4659;3;3;;
118266;2017;0;1;0;0;0;3;0;0;0;;;;4660;3;3;;
118269;2017;0;1;0;0;0;3;0;0;0;;;;4661;3;3;;
119274;2017;0;1;0;0;0;3;0;0;0;;;;4662;3;3;;
119279;2017;0;1;0;0;0;3;0;0;0;;;;4663;3;3;;
119600;2017;0;1;0;0;0;3;0;0;0;;;;4664;3;3;;
119615;2017;0;1;0;0;0;3;0;0;0;;;;4665;3;3;;
119617;2017;0;1;0;0;0;3;0;0;0;;;;4666;3;3;;
120072;2017;0;1;0;0;0;3;0;0;0;;;;4667;3;3;;
120127;2017;0;1;0;0;0;3;0;0;0;;;;4668;3;3;;
120166;2017;0;1;0;0;0;3;0;0;0;;;;4669;3;3;;
120167;2017;0;1;0;0;0;3;0;0;0;;;;4670;3;3;;
120169;2017;0;1;0;0;0;3;0;0;0;;;;4671;3;3;;
120170;2017;0;1;0;0;0;3;0;0;0;;;;4672;3;3;;
120172;2017;0;1;0;0;0;3;0;0;0;;;;4673;3;3;;
121228;2017;0;1;0;0;0;3;0;0;0;;;;4674;3;3;;
121229;2017;0;1;0;0;0;3;0;0;0;;;;4675;3;3;;
121311;2017;0;1;0;0;0;3;0;0;0;;;;4676;3;3;;
122188;2017;0;1;0;0;0;3;0;0;0;;;;4677;3;3;;
122190;2017;0;1;0;0;0;3;0;0;0;;;;4678;3;3;;
122191;2017;0;1;0;0;0;3;0;0;0;;;;4679;3;3;;
122229;2017;0;1;0;0;0;3;0;0;0;;;;4680;3;3;;
122254;2017;0;1;0;0;0;3;0;0;0;;;;4681;3;3;;
122320;2017;0;1;0;0;0;3;0;0;0;;;;4682;3;3;;
122383;2017;0;1;0;0;0;3;0;0;0;;;;4683;3;3;;
122439;2017;0;1;0;0;0;3;0;0;0;;;;4684;3;3;;
122457;2017;0;1;0;0;0;3;0;0;0;;;;4685;3;3;;
122589;2017;0;1;0;0;0;3;0;0;0;;;;4686;3;3;;
122591;2017;0;1;0;0;0;3;0;0;0;;;;4687;3;3;;
123112;2017;0;1;0;0;0;3;0;0;0;;;;4688;3;3;;
124189;2017;0;1;0;0;0;3;0;0;0;;;;4689;3;3;;
124195;2017;0;1;0;0;0;3;0;0;0;;;;4690;3;3;;
124197;2017;0;1;0;0;0;3;0;0;0;;;;4691;3;3;;
124198;2017;0;1;0;0;0;3;0;0;0;;;;4692;3;3;;
124200;2017;0;1;0;0;0;3;0;0;0;;;;4693;3;3;;
124222;2017;0;1;0;0;0;3;0;0;0;;;;4694;3;3;;
124223;2017;0;1;0;0;0;3;0;0;0;;;;4695;3;3;;
124740;2017;0;1;0;0;0;3;0;0;0;;;;4696;3;3;;
124835;2017;0;1;0;0;0;3;0;0;0;;;;4697;3;3;;
125731;2017;0;1;0;0;0;3;0;0;0;;;;4698;3;3;;
125736;2017;0;1;0;0;0;3;0;0;0;;;;4699;3;3;;
126278;2017;0;1;0;0;0;3;0;0;0;;;;4700;3;3;;
130959;2017;0;1;0;0;0;3;0;0;0;;;;4701;3;3;;
131089;2017;0;1;0;0;0;3;0;0;0;;;;4702;3;3;;
132628;2017;0;1;0;0;0;3;0;0;0;;;;4703;3;3;;
132950;2017;0;1;0;0;0;3;0;0;0;;;;4704;3;3;;
132951;2017;0;1;0;0;0;3;0;0;0;;;;4705;3;3;;
132953;2017;0;1;0;0;0;3;0;0;0;;;;4706;3;3;;
132954;2017;0;1;0;0;0;3;0;0;0;;;;4707;3;3;;
132956;2017;0;1;0;0;0;3;0;0;0;;;;4708;3;3;;
132957;2017;0;1;0;0;0;3;0;0;0;;;;4709;3;3;;
132958;2017;0;1;0;0;0;3;0;0;0;;;;4710;3;3;;
133411;2017;0;1;0;0;0;3;0;0;0;;;;4711;3;3;;
133563;2017;0;1;0;0;0;3;0;0;0;;;;4712;3;3;;
133962;2017;0;1;0;0;0;3;0;0;0;;;;4713;3;3;;
134183;2017;0;1;0;0;0;3;0;0;0;;;;4714;3;3;;
134340;2017;0;1;0;0;0;3;0;0;0;;;;4715;3;3;;
134418;2017;0;1;0;0;0;3;0;0;0;;;;4716;3;3;;
134424;2017;0;1;0;0;0;3;0;0;0;;;;4717;3;3;;
134425;2017;0;1;0;0;0;3;0;0;0;;;;4718;3;3;;
134471;2017;0;1;0;0;0;3;0;0;0;;;;4719;3;3;;
134490;2017;0;1;0;0;0;3;0;0;0;;;;4720;3;3;;
134491;2017;0;1;0;0;0;3;0;0;0;;;;4721;3;3;;
134498;2017;0;1;0;0;0;3;0;0;0;;;;4722;3;3;;
135006;2017;0;1;0;0;0;3;0;0;0;;;;4723;3;3;;
135007;2017;0;1;0;0;0;3;0;0;0;;;;4724;3;3;;
135009;2017;0;1;0;0;0;3;0;0;0;;;;4725;3;3;;
135094;2017;0;1;0;0;0;3;0;0;0;;;;4726;3;3;;
135095;2017;0;1;0;0;0;3;0;0;0;;;;4727;3;3;;
135173;2017;0;1;0;0;0;3;0;0;0;;;;4728;3;3;;
135178;2017;0;1;0;0;0;3;0;0;0;;;;4729;3;3;;
135179;2017;0;1;0;0;0;3;0;0;0;;;;4730;3;3;;
135293;2017;0;1;0;0;0;3;0;0;0;;;;4731;3;3;;
135297;2017;0;1;0;0;0;3;0;0;0;;;;4732;3;3;;
135299;2017;0;1;0;0;0;3;0;0;0;;;;4733;3;3;;
135301;2017;0;1;0;0;0;3;0;0;0;;;;4734;3;3;;
135302;2017;0;1;0;0;0;3;0;0;0;;;;4735;3;3;;
135722;2017;0;1;0;0;0;3;0;0;0;;;;4736;3;3;;
135976;2017;0;1;0;0;0;3;0;0;0;;;;4737;3;3;;
136061;2017;0;1;0;0;0;3;0;0;0;;;;4738;3;3;;
136067;2017;0;1;0;0;0;3;0;0;0;;;;4739;3;3;;
136072;2017;0;1;0;0;0;3;0;0;0;;;;4740;3;3;;
136522;2017;0;1;0;0;0;3;0;0;0;;;;4741;3;3;;
136523;2017;0;1;0;0;0;3;0;0;0;;;;4742;3;3;;
137865;2017;0;1;0;0;0;3;0;0;0;;;;4743;3;3;;
137868;2017;0;1;0;0;0;3;0;0;0;;;;4744;3;3;;
137945;2017;0;1;0;0;0;3;0;0;0;;;;4745;3;3;;
137948;2017;0;1;0;0;0;3;0;0;0;;;;4746;3;3;;
137957;2017;0;1;0;0;0;3;0;0;0;;;;4747;3;3;;
137959;2017;0;1;0;0;0;3;0;0;0;;;;4748;3;3;;
137960;2017;0;1;0;0;0;3;0;0;0;;;;4749;3;3;;
137962;2017;0;1;0;0;0;3;0;0;0;;;;4750;3;3;;
137963;2017;0;1;0;0;0;3;0;0;0;;;;4751;3;3;;
138119;2017;0;1;0;0;0;3;0;0;0;;;;4752;3;3;;
138197;2017;0;1;0;0;0;3;0;0;0;;;;4753;3;3;;
138198;2017;0;1;0;0;0;3;0;0;0;;;;4754;3;3;;
138294;2017;0;1;0;0;0;3;0;0;0;;;;4755;3;3;;
138295;2017;0;1;0;0;0;3;0;0;0;;;;4756;3;3;;
138297;2017;0;1;0;0;0;3;0;0;0;;;;4757;3;3;;
138300;2017;0;1;0;0;0;3;0;0;0;;;;4758;3;3;;
138301;2017;0;1;0;0;0;3;0;0;0;;;;4759;3;3;;
138305;2017;0;1;0;0;0;3;0;0;0;;;;4760;3;3;;
138306;2017;0;1;0;0;0;3;0;0;0;;;;4761;3;3;;
138307;2017;0;1;0;0;0;3;0;0;0;;;;4762;3;3;;
138309;2017;0;1;0;0;0;3;0;0;0;;;;4763;3;3;;
138317;2017;0;1;0;0;0;3;0;0;0;;;;4764;3;3;;
138374;2017;0;1;0;0;0;3;0;0;0;;;;4765;3;3;;
138375;2017;0;1;0;0;0;3;0;0;0;;;;4766;3;3;;
138376;2017;0;1;0;0;0;3;0;0;0;;;;4767;3;3;;
138377;2017;0;1;0;0;0;3;0;0;0;;;;4768;3;3;;
138379;2017;0;1;0;0;0;3;0;0;0;;;;4769;3;3;;
138382;2017;0;1;0;0;0;3;0;0;0;;;;4770;3;3;;
138383;2017;0;1;0;0;0;3;0;0;0;;;;4771;3;3;;
138384;2017;0;1;0;0;0;3;0;0;0;;;;4772;3;3;;
138385;2017;0;1;0;0;0;3;0;0;0;;;;4773;3;3;;
138386;2017;0;1;0;0;0;3;0;0;0;;;;4774;3;3;;
138391;2017;0;1;0;0;0;3;0;0;0;;;;4775;3;3;;
138504;2017;0;1;0;0;0;3;0;0;0;;;;4776;3;3;;
138599;2017;0;1;0;0;0;3;0;0;0;;;;4777;3;3;;
